"key","datasetKey","decimalLongitude","decimalLatitude","year","month","day","country","locality","catalogNumber","recordedBy","institutionCode","collectionCode","stateProvince","notes","citation","doi"
2238532793,"84d26682-f762-11e1-a439-00145eb45e9a",10.398657,57.296208,2017,11,26,"Denmark","Badskær Kirke","DMS-9236776","Susanne Rabenborg",NA,NA,NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Frøslev T G, Heilmann-Clausen J, Lange C, Læssøe T, Petersen J H, Søchting U, Jeppesen T S, Vesterholt J (2020). Danish Mycological Society, fungal records database. Danish Mycological Society. Occurrence dataset https://doi.org/10.15468/zn159h accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/zn159h"
2238533324,"84d26682-f762-11e1-a439-00145eb45e9a",10.459126,57.369912,2017,12,28,"Denmark","Understed","DMS-9238321","Susanne Rabenborg",NA,NA,NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Frøslev T G, Heilmann-Clausen J, Lange C, Læssøe T, Petersen J H, Søchting U, Jeppesen T S, Vesterholt J (2020). Danish Mycological Society, fungal records database. Danish Mycological Society. Occurrence dataset https://doi.org/10.15468/zn159h accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/zn159h"
2238534149,"84d26682-f762-11e1-a439-00145eb45e9a",10.193879,57.153003,2017,12,21,"Denmark","Stagsted","DMS-9238140","Susanne Rabenborg",NA,NA,NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Frøslev T G, Heilmann-Clausen J, Lange C, Læssøe T, Petersen J H, Søchting U, Jeppesen T S, Vesterholt J (2020). Danish Mycological Society, fungal records database. Danish Mycological Society. Occurrence dataset https://doi.org/10.15468/zn159h accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/zn159h"
1638418849,"fb8ae15d-e30c-44b4-8f61-0bb0c1d90ff9",14.21722,45.32472,2016,4,6,"Croatia","Primorsko-Goranska. Učka. Forststraße bei Poklon Richtung N, bis zu Sendmasten","000330042","Mayrhofer,Helmut & Prettner,Matthias","GZU","Herbarium GZU",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","University of Graz, Institute of Plant Sciences. University of Graz, Institute of Plant Sciences - Herbarium GZU. Occurrence dataset https://doi.org/10.15468/axtkuz accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/axtkuz"
1638418886,"fb8ae15d-e30c-44b4-8f61-0bb0c1d90ff9",14.22972,45.32,2016,4,5,"Croatia","Primorsko-Goranska. Učka. Passstraße zwischen Poklon und Veprinac. Panjak fireroad, E von Ravne staje","000330053","Mayrhofer,Helmut & Prettner,Matthias","GZU","Herbarium GZU",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","University of Graz, Institute of Plant Sciences. University of Graz, Institute of Plant Sciences - Herbarium GZU. Occurrence dataset https://doi.org/10.15468/axtkuz accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/axtkuz"
1638418962,"fb8ae15d-e30c-44b4-8f61-0bb0c1d90ff9",14.22972,45.32,2016,4,5,"Croatia","Primorsko-Goranska. Učka. Passstraße zwischen Poklon und Veprinac. Panjak fireroad, E von Ravne staje","000330045","Mayrhofer,Helmut & Prettner,Matthias","GZU","Herbarium GZU",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","University of Graz, Institute of Plant Sciences. University of Graz, Institute of Plant Sciences - Herbarium GZU. Occurrence dataset https://doi.org/10.15468/axtkuz accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/axtkuz"
2238540906,"84d26682-f762-11e1-a439-00145eb45e9a",8.541043,57.000723,2016,5,7,"Denmark","Bleghule","DMS-9245366","Ulrik Søchting",NA,NA,NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Frøslev T G, Heilmann-Clausen J, Lange C, Læssøe T, Petersen J H, Søchting U, Jeppesen T S, Vesterholt J (2020). Danish Mycological Society, fungal records database. Danish Mycological Society. Occurrence dataset https://doi.org/10.15468/zn159h accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/zn159h"
1273868017,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",13.344778,55.857389,2016,6,9,"Sweden","200 m SW of Kastberga castle","1895510","Arne Thell & Emil Åsegård","LD","General",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
2306393336,"ad43e954-dd79-4986-ae34-9ccdbd8bf568",13.34,55.86,2016,6,9,"Sweden","Sweden:Skane Province. Esloev parish",NA,NA,NA,NA,NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","European Nucleotide Archive (EMBL-EBI) (2019). Geographically tagged INSDC sequences. Occurrence dataset https://doi.org/10.15468/cndomv accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/cndomv"
1676073334,"828a3d8c-f762-11e1-a439-00145eb45e9a",6.79,47.810417,2016,9,17,"France","Waldreservat St. Antoine","49060-771",NA,"FR","Herbarium Senckenbergianum (FR) - Fungi",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Senckenberg. Herbarium Senckenbergianum (FR) - Fungi. Occurrence dataset https://doi.org/10.15468/0oaq5v accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/0oaq5v"
1851914138,"c711c16e-8db5-4f66-aa06-03d9e472fbbc",10.137881,47.440586,2016,9,28,"Germany","Deutschland, Bayern, Oberstdorf, Balderschwang, Scheueralpe","MB-004969 / 804928 / 435437","Rexer, K.-H. (no. KR 14586)","MB","MBcoll",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Staatliche Naturwissenschaftliche Sammlungen Bayerns. The Fungal, Lichen and Plant Collections at the Herbarium Marburgense. Occurrence dataset https://doi.org/10.15468/7o2xuw accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/7o2xuw"
2238491692,"84d26682-f762-11e1-a439-00145eb45e9a",10.250463,57.201748,2016,9,10,"Denmark","Sukkertoppen","DMS-9192247","Susanne Rabenborg",NA,NA,NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Frøslev T G, Heilmann-Clausen J, Lange C, Læssøe T, Petersen J H, Søchting U, Jeppesen T S, Vesterholt J (2020). Danish Mycological Society, fungal records database. Danish Mycological Society. Occurrence dataset https://doi.org/10.15468/zn159h accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/zn159h"
2464497081,"8f7e3c45-4d76-4982-9478-651439e0cd4b",27.05778,57.71301,2016,9,30,"Estonia","Munamäe","TU83741","Tiina Randlane","TU(M)",NA,NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","University of Tartu N H M, Abarenkov K. Natural History Museum, University of Tartu. PlutoF. Occurrence dataset https://doi.org/10.15156/bio/587444 accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15156/bio/587444"
1657195094,"fb8ae15d-e30c-44b4-8f61-0bb0c1d90ff9",14.20222,45.29444,2015,4,25,"Croatia","Istrien. Učka. Steig von Poklon an der Passstraße über die Učka zum Gipfel Vojak, Lehrpfad Plas; Exponierter Rücken mit niedrigen Rotbuchen","000324307","Mayrhofer,Helmut, Seifter,Katharina & Župan,Dijana","GZU","Herbarium GZU",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","University of Graz, Institute of Plant Sciences. University of Graz, Institute of Plant Sciences - Herbarium GZU. Occurrence dataset https://doi.org/10.15468/axtkuz accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/axtkuz"
1148788806,"8f7e3c45-4d76-4982-9478-651439e0cd4b",27.05167,57.71361,2014,7,16,"Estonia","Suur Munamägi","TU47862","Piret Lõhmus","TU(M)",NA,NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","University of Tartu N H M, Abarenkov K. Natural History Museum, University of Tartu. PlutoF. Occurrence dataset https://doi.org/10.15156/bio/587444 accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15156/bio/587444"
1212224705,"85739778-f762-11e1-a439-00145eb45e9a",26.0012,38.5608,2013,9,22,"Greece","GREECE, East Aegean islands, Chios: Access road of Mt. Pelineo from Spartouda, last curve before the highest point. Alt. 980 m.","187019","H. Sipman & Th. Raus","B","Lichen Herbarium Berlin",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Botanic Garden and Botanical Museum Berlin (2016). Lichens at Herbarium Berolinense, Berlin (B). Occurrence dataset https://doi.org/10.15468/gmyyyu accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gmyyyu"
1212224770,"85739778-f762-11e1-a439-00145eb45e9a",25.9753,38.5642,2013,9,24,"Greece","GREECE, East Aegean islands, Chios: Hill Kefala, W along road Spartouda-Kambia, N-face of hill summit. Alt. 490 m.","187193","H. Sipman & Th. Raus","B","Lichen Herbarium Berlin",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Botanic Garden and Botanical Museum Berlin (2016). Lichens at Herbarium Berolinense, Berlin (B). Occurrence dataset https://doi.org/10.15468/gmyyyu accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gmyyyu"
2425460211,"7f2889e6-f762-11e1-a439-00145eb45e9a",-5.31,43.1,2012,9,6,"Spain","Pista desde Valdebezón a Brañagallones, antes del portón","20349","Esteve Llop","BCN","Lich","Asturias o Oviedo","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Guardia R (2019). CeDoc de Biodiversitat Vegetal: BCN-Lich. CeDoc of Plant Biodiversity (CeDocBIV), Univ. Barcelona. Occurrence dataset https://doi.org/10.15468/mpc1pf accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/mpc1pf"
2425460642,"7f2889e6-f762-11e1-a439-00145eb45e9a",-5.31,43.1,2012,9,6,"Spain","Pista desde Valdebezón a Brañagallones, antes del portón","20368","Esteve Llop","BCN","Lich","Asturias o Oviedo","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Guardia R (2019). CeDoc de Biodiversitat Vegetal: BCN-Lich. CeDoc of Plant Biodiversity (CeDocBIV), Univ. Barcelona. Occurrence dataset https://doi.org/10.15468/mpc1pf accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/mpc1pf"
1054070765,"2e4cc37b-302e-4f1b-bbbb-1f674ff90e14",8.031301,58.161985,2011,5,20,"Norway","Kongsgård, ved fylkesmuseet","254478","Klepsland, Jon T.","BioFokus","BioFokus","Vest-Agder","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Blindheim T (2020). BioFokus. Version 1.1574. BioFokus. Occurrence dataset https://doi.org/10.15468/jxbhqx accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/jxbhqx"
912725253,"828a3d8c-f762-11e1-a439-00145eb45e9a",15.27695,50.934717,2011,8,13,"Poland","Meffersdorf, Observatorium","31880",NA,"FR","Herbarium Senckenbergianum (FR) - Fungi",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Senckenberg. Herbarium Senckenbergianum (FR) - Fungi. Occurrence dataset https://doi.org/10.15468/0oaq5v accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/0oaq5v"
1054069318,"2e4cc37b-302e-4f1b-bbbb-1f674ff90e14",8.03302,58.162528,2011,9,27,"Norway","Kongsgård, ved fylkesmuseet","JK11-L464","Klepsland, Jon T.","BioFokus","BioFokus","Vest-Agder","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Blindheim T (2020). BioFokus. Version 1.1574. BioFokus. Occurrence dataset https://doi.org/10.15468/jxbhqx accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/jxbhqx"
1212223238,"85739778-f762-11e1-a439-00145eb45e9a",22.2417,37.6683,2011,9,28,"Greece","GREECE, Peloponnese, nom. Arkadia: W-slope of Mt. Menalo above Vitina, along road to ski center. Alt. 1500 m.","177218","H. Sipman & Th. Raus","B","Lichen Herbarium Berlin",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Botanic Garden and Botanical Museum Berlin (2016). Lichens at Herbarium Berolinense, Berlin (B). Occurrence dataset https://doi.org/10.15468/gmyyyu accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gmyyyu"
919261482,"7948250c-6958-4a29-a670-ed1015b26252",8.0331,58.1625,2011,9,27,"Norway","Kongsgård, ved fylkesmuseet","177084","Jon T. Klepsland","O","L","Vest-Agder","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Natural History Museum, University of Oslo (2020). Lichen herbarium, Oslo (O). Version 1.1331. Occurrence dataset https://doi.org/10.15468/ktu7bj accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/ktu7bj"
1212223009,"85739778-f762-11e1-a439-00145eb45e9a",23.3717,37.6017,2011,10,1,"Greece","GREECE, Peloponnese, nom. Attiki: Methana peninsula. Path between volcanoes N of Panagitsa. Alt. 640 m.","177383","H. Sipman & Th. Raus","B","Lichen Herbarium Berlin",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Botanic Garden and Botanical Museum Berlin (2016). Lichens at Herbarium Berolinense, Berlin (B). Occurrence dataset https://doi.org/10.15468/gmyyyu accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gmyyyu"
1212215123,"85739778-f762-11e1-a439-00145eb45e9a",24.6767,40.7117,2010,5,26,"Greece","GREECE, nom. Kavala: Thasos island, along road from Maries to Dio Kefales, sideroad from Ipsario road. Alt. 800 m.","122546","H. Sipman & T. Raus","B","Lichen Herbarium Berlin",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Botanic Garden and Botanical Museum Berlin (2016). Lichens at Herbarium Berolinense, Berlin (B). Occurrence dataset https://doi.org/10.15468/gmyyyu accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gmyyyu"
1212215235,"85739778-f762-11e1-a439-00145eb45e9a",24.6567,40.7267,2010,5,29,"Greece","GREECE, nom. Kavala: Thasos island, along road from Megalo Prinos to antennes on summit Toumba, close to the top. Alt. 950 m.","122765","H. Sipman & T. Raus","B","Lichen Herbarium Berlin",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Botanic Garden and Botanical Museum Berlin (2016). Lichens at Herbarium Berolinense, Berlin (B). Occurrence dataset https://doi.org/10.15468/gmyyyu accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gmyyyu"
1212215432,"85739778-f762-11e1-a439-00145eb45e9a",24.665,40.715,2010,5,30,"Greece","GREECE, nom. Kavala: Thasos island, mountain road N of Maries, between Toumba and Dio Kefales. Alt. 600 m.","122855","H. Sipman & T. Raus","B","Lichen Herbarium Berlin",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Botanic Garden and Botanical Museum Berlin (2016). Lichens at Herbarium Berolinense, Berlin (B). Occurrence dataset https://doi.org/10.15468/gmyyyu accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gmyyyu"
1212215183,"85739778-f762-11e1-a439-00145eb45e9a",25.595,40.4867,2010,6,4,"Greece","GREECE, nom. Evros: Samothraki island, Mt. Saos, ascent from antennae hill W of Therma. Alt. 500-700 m.","123095","H. Sipman & T. Raus","B","Lichen Herbarium Berlin",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Botanic Garden and Botanical Museum Berlin (2016). Lichens at Herbarium Berolinense, Berlin (B). Occurrence dataset https://doi.org/10.15468/gmyyyu accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gmyyyu"
1212215468,"85739778-f762-11e1-a439-00145eb45e9a",25.595,40.4867,2010,6,4,"Greece","GREECE, nom. Evros: Samothraki island, Mt. Saos, ascent from antennae hill W of Therma. Alt. 890 m.","123201","H. Sipman & T. Raus","B","Lichen Herbarium Berlin",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Botanic Garden and Botanical Museum Berlin (2016). Lichens at Herbarium Berolinense, Berlin (B). Occurrence dataset https://doi.org/10.15468/gmyyyu accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gmyyyu"
1212216931,"85739778-f762-11e1-a439-00145eb45e9a",25.6417,40.465,2010,6,6,"Greece","GREECE, nom. Evros: Samothraki island, Ano Meria, serpentine road. Alt. 750 m.","123330","H. Sipman & T. Raus","B","Lichen Herbarium Berlin",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Botanic Garden and Botanical Museum Berlin (2016). Lichens at Herbarium Berolinense, Berlin (B). Occurrence dataset https://doi.org/10.15468/gmyyyu accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gmyyyu"
788712958,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",13.32884,55.67206,2009,4,22,"Sweden","Dalby Söderskog","1477593","Martin Löfdal","LD","General","Skåne","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
919294910,"7948250c-6958-4a29-a670-ed1015b26252",15.8572,38.1398,2007,6,28,"Italy","Reggio di Calabria: Parco Nazionale Dell'Aspromonte, along the road towards the summit","149066","S. Rui, E. Timdal","O","L","Calabria","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Natural History Museum, University of Oslo (2020). Lichen herbarium, Oslo (O). Version 1.1331. Occurrence dataset https://doi.org/10.15468/ktu7bj accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/ktu7bj"
1212209268,"85739778-f762-11e1-a439-00145eb45e9a",27.1267,35.5917,2007,9,17,"Greece","GREECE, Dodecanese, Karpathos island. Summit area of Mt. Kali Limni. Alt. 1100 m.","101613","H. Sipman & Th. Raus","B","Lichen Herbarium Berlin",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Botanic Garden and Botanical Museum Berlin (2016). Lichens at Herbarium Berolinense, Berlin (B). Occurrence dataset https://doi.org/10.15468/gmyyyu accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gmyyyu"
912724911,"828a3d8c-f762-11e1-a439-00145eb45e9a",-5.0688,35.161467,2007,10,26,"Morocco","zentr.-westl. Rif, Jbel Tazaout (Tassaot)","24980",NA,"FR","Herbarium Senckenbergianum (FR) - Fungi",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Senckenberg. Herbarium Senckenbergianum (FR) - Fungi. Occurrence dataset https://doi.org/10.15468/0oaq5v accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/0oaq5v"
