"key","datasetKey","decimalLongitude","decimalLatitude","year","month","day","country","catalogNumber","institutionCode","locality","collectionCode","recordedBy","stateProvince","notes","citation","doi"
31320043,"835f8992-f762-11e1-a439-00145eb45e9a",-2.93,42.349998,2004,9,9,"Spain","10517-1","MAF","Entre Saturdejo y Pazuengos","MAF-Lich","H. T. Lumbsch & R. del Prado","Lo","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Pizarro Domínguez J M (2020). Herbario, Departamento de Farmacología, Farmacognosia & Botánica, Facultad de Farmacia, Universidad Complutense, Madrid: MAF-Lich. Departamento de Farmacología, Farmacognosia & Botánica, Fac. de Farmacia, Univ. Complutense de Madrid. Occurrence dataset https://doi.org/10.15468/yvj3hr accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/yvj3hr"
328127572,"890afcd2-f762-11e1-a439-00145eb45e9a",-6.686,43.036999,2000,10,18,"Spain","20353-1","VAL","Cangas del Narcea. Bosque mixto mesótrofo con fresno y plágano camino de Fuenculebrera. Monte Muniellos.","VAL_Lich","S. Pérez-Ortega & S. Fos","O","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Atienza V (2019). Universitat de València, Colecciones de Criptógamas: VAL_Lich. Department of Botany, Faculty of Biological Sciences, University of Valencia. Occurrence dataset https://doi.org/10.15468/okajpo accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/okajpo"
1212221118,"85739778-f762-11e1-a439-00145eb45e9a",13.7833,48.49,1999,10,31,"Austria","138387","B","AUSTRIA, Oberösterreich (=Upper Austria), Mühlviertel, Bezirk Rohrbach, Gemeinde Pfarrkirchen, 25 km SE of Passau, 400 m S of the ruins of Falkenstein, valley of the river Ranna. Alt. 370 m.","Lichen Herbarium Berlin","F. Berger",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Botanic Garden and Botanical Museum Berlin (2016). Lichens at Herbarium Berolinense, Berlin (B). Occurrence dataset https://doi.org/10.15468/gmyyyu accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gmyyyu"
2270773107,"98bceab6-3c3e-4163-945d-6ca10576ebf1",13.783333,48.490278,1999,10,31,"Austria","503609","ASU","Mühlviertel, Bezirk Rohrbach, Gemeinde Pfarrkirchen, 25 km SE of Passau, 400 m S of the ruins of Falkenstein, valley of the river Ranna, MTB 7548/2",NA,"F. Berger","Upper Austria","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Arizona State University Biocollections (2020). Arizona State University Lichen Herbarium. Occurrence dataset https://doi.org/10.15468/qrwfjc accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/qrwfjc"
1717231331,"8e93fad0-a705-11dc-80be-b8a03c50a862",23.39,53.41,1996,7,30,"Poland",NA,"UoB-IB","res. Starodrzew Szyndzielski",NA,"K. Kolanko","podlaskie","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Matwiejuk A (2017). Lichens of North-Eastern Poland. University of Białystok, Institute of Biology. Occurrence dataset https://doi.org/10.15468/hpg0vv accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/hpg0vv"
2237906172,"84d26682-f762-11e1-a439-00145eb45e9a",12.504158,55.801136,1994,2,19,"Denmark","DMS-1040927",NA,"Ørholm",NA,"Vagn Alstrup",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Frøslev T G, Heilmann-Clausen J, Lange C, Læssøe T, Petersen J H, Søchting U, Jeppesen T S, Vesterholt J (2020). Danish Mycological Society, fungal records database. Danish Mycological Society. Occurrence dataset https://doi.org/10.15468/zn159h accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/zn159h"
1717231598,"8e93fad0-a705-11dc-80be-b8a03c50a862",23.4,53.23,1994,3,29,"Poland",NA,"UoB-IB","Czołnowo",NA,"K. Kolanko","podlaskie","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Matwiejuk A (2017). Lichens of North-Eastern Poland. University of Białystok, Institute of Biology. Occurrence dataset https://doi.org/10.15468/hpg0vv accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/hpg0vv"
1717231603,"8e93fad0-a705-11dc-80be-b8a03c50a862",23.4,53.23,1994,3,29,"Poland",NA,"UoB-IB","Czołnowo",NA,"K. Kolanko","podlaskie","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Matwiejuk A (2017). Lichens of North-Eastern Poland. University of Białystok, Institute of Biology. Occurrence dataset https://doi.org/10.15468/hpg0vv accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/hpg0vv"
1717229475,"8e93fad0-a705-11dc-80be-b8a03c50a862",23.29,53.51,1993,5,13,"Poland",NA,"UoB-IB","res. Budzisk",NA,"K. Kolanko","podlaskie","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Matwiejuk A (2017). Lichens of North-Eastern Poland. University of Białystok, Institute of Biology. Occurrence dataset https://doi.org/10.15468/hpg0vv accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/hpg0vv"
1717231590,"8e93fad0-a705-11dc-80be-b8a03c50a862",23.29,53.51,1993,5,13,"Poland",NA,"UoB-IB","res. Budzisk",NA,"K. Kolanko","podlaskie","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Matwiejuk A (2017). Lichens of North-Eastern Poland. University of Białystok, Institute of Biology. Occurrence dataset https://doi.org/10.15468/hpg0vv accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/hpg0vv"
1717231596,"8e93fad0-a705-11dc-80be-b8a03c50a862",23.29,53.51,1993,5,13,"Poland",NA,"UoB-IB","res. Budzisk",NA,"K. Kolanko","podlaskie","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Matwiejuk A (2017). Lichens of North-Eastern Poland. University of Białystok, Institute of Biology. Occurrence dataset https://doi.org/10.15468/hpg0vv accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/hpg0vv"
1717231665,"8e93fad0-a705-11dc-80be-b8a03c50a862",23.29,53.51,1993,5,13,"Poland",NA,"UoB-IB","res. Budzisk",NA,"K. Kolanko","podlaskie","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Matwiejuk A (2017). Lichens of North-Eastern Poland. University of Białystok, Institute of Biology. Occurrence dataset https://doi.org/10.15468/hpg0vv accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/hpg0vv"
125714479,"84cdd6d0-f762-11e1-a439-00145eb45e9a",14,55,1993,10,NA,"Denmark","3139","C","Bornholm, Ekkodalen","L","Mona Nissen","Bornholm","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Calabuig I (2014). Botanical Museum, Copenhagen, the Lichen Herbarium. Botanical Garden & Museum, Natural History Museum of Denmark. Occurrence dataset https://doi.org/10.15468/itaoh5 accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/itaoh5"
1717231517,"8e93fad0-a705-11dc-80be-b8a03c50a862",23.29,53.51,1993,10,21,"Poland",NA,"UoB-IB","res. Budzisk",NA,"K. Kolanko","podlaskie","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Matwiejuk A (2017). Lichens of North-Eastern Poland. University of Białystok, Institute of Biology. Occurrence dataset https://doi.org/10.15468/hpg0vv accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/hpg0vv"
1717231657,"8e93fad0-a705-11dc-80be-b8a03c50a862",23.29,53.51,1993,10,21,"Poland",NA,"UoB-IB","res. Budzisk",NA,"K. Kolanko","podlaskie","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Matwiejuk A (2017). Lichens of North-Eastern Poland. University of Białystok, Institute of Biology. Occurrence dataset https://doi.org/10.15468/hpg0vv accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/hpg0vv"
1717231666,"8e93fad0-a705-11dc-80be-b8a03c50a862",23.29,53.51,1993,10,21,"Poland",NA,"UoB-IB","res. Budzisk",NA,"K. Kolanko","podlaskie","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Matwiejuk A (2017). Lichens of North-Eastern Poland. University of Białystok, Institute of Biology. Occurrence dataset https://doi.org/10.15468/hpg0vv accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/hpg0vv"
1717231667,"8e93fad0-a705-11dc-80be-b8a03c50a862",23.29,53.51,1993,10,21,"Poland",NA,"UoB-IB","res. Budzisk",NA,"K. Kolanko","podlaskie","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Matwiejuk A (2017). Lichens of North-Eastern Poland. University of Białystok, Institute of Biology. Occurrence dataset https://doi.org/10.15468/hpg0vv accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/hpg0vv"
1717230500,"8e93fad0-a705-11dc-80be-b8a03c50a862",23.29,53.34,1992,4,22,"Poland",NA,"UoB-IB","res. Jesionowe Góry",NA,"J. Steckiewicz","podlaskie","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Matwiejuk A (2017). Lichens of North-Eastern Poland. University of Białystok, Institute of Biology. Occurrence dataset https://doi.org/10.15468/hpg0vv accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/hpg0vv"
986463,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",12.93123,55.9594,1988,5,17,"Sweden","1078368","LD","No locality information available","General","U. Arup & S. Ekman","Skåne","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
986487,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",13.93676,55.52165,1988,5,25,"Sweden","1083886","LD","Örup","General","U. Arup & S. Ekman","Skåne","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
985677,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",14.21901,55.66337,1988,7,20,"Sweden","1004096","LD","No locality information available","General","Stefan Ekman","Skåne","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
986485,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",13.33124,55.67585,1987,11,3,"Sweden","1083758","LD","Dalby Söderskog","General","Stefan Ekman","Skåne","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
986491,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",13.33124,55.67585,1987,11,3,"Sweden","1084334","LD","Dalby Söderskog","General","Stefan Ekman","Skåne","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
2237866398,"84d26682-f762-11e1-a439-00145eb45e9a",11.73717,54.87344,1984,7,19,"Denmark","DMS-1004739",NA,"Færgemark",NA,"Mogens Skytte Christiansen",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Frøslev T G, Heilmann-Clausen J, Lange C, Læssøe T, Petersen J H, Søchting U, Jeppesen T S, Vesterholt J (2020). Danish Mycological Society, fungal records database. Danish Mycological Society. Occurrence dataset https://doi.org/10.15468/zn159h accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/zn159h"
2270755238,"98bceab6-3c3e-4163-945d-6ca10576ebf1",9.1,48.65,1981,7,25,"Germany","570397","ASU","Waldenbuch, in Schönaichtal",NA,"T.H. Nash III","Baden-Württemberg","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Arizona State University Biocollections (2020). Arizona State University Lichen Herbarium. Occurrence dataset https://doi.org/10.15468/qrwfjc accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/qrwfjc"
152949281,"89579e3e-f762-11e1-a439-00145eb45e9a",14.91192,45.699747,1978,7,15,"Slovenia","F775597","ULBF-AGR",NA,"FloVegSI-FLO","Batič F.",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Scientific Research Centre of the Slovenian Academy of Sciences and Arts, Institute of Biology. FloVegSI - Floristical and fitocenological database of ZRC SAZU. Occurrence dataset https://doi.org/10.15468/v3vxya accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/v3vxya"
2237895762,"84d26682-f762-11e1-a439-00145eb45e9a",10.23833,56.83525,1976,5,26,"Denmark","DMS-1030904",NA,"Tofte Skov",NA,"Mogens Skytte Christiansen",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Frøslev T G, Heilmann-Clausen J, Lange C, Læssøe T, Petersen J H, Søchting U, Jeppesen T S, Vesterholt J (2020). Danish Mycological Society, fungal records database. Danish Mycological Society. Occurrence dataset https://doi.org/10.15468/zn159h accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/zn159h"
2237898092,"84d26682-f762-11e1-a439-00145eb45e9a",10.16622,57.47744,1976,5,27,"Denmark","DMS-1032549",NA,"Slotved Skov",NA,"Mogens Skytte Christiansen",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Frøslev T G, Heilmann-Clausen J, Lange C, Læssøe T, Petersen J H, Søchting U, Jeppesen T S, Vesterholt J (2020). Danish Mycological Society, fungal records database. Danish Mycological Society. Occurrence dataset https://doi.org/10.15468/zn159h accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/zn159h"
152949284,"89579e3e-f762-11e1-a439-00145eb45e9a",14.745284,45.599752,1976,6,15,"Slovenia","F775771","ULBF-AGR",NA,"FloVegSI-FLO","Batič F.",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Scientific Research Centre of the Slovenian Academy of Sciences and Arts, Institute of Biology. FloVegSI - Floristical and fitocenological database of ZRC SAZU. Occurrence dataset https://doi.org/10.15468/v3vxya accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/v3vxya"
152949282,"89579e3e-f762-11e1-a439-00145eb45e9a",15.411836,45.899745,1976,7,15,"Slovenia","F775637","ULBF-AGR",NA,"FloVegSI-FLO","Batič F.",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Scientific Research Centre of the Slovenian Academy of Sciences and Arts, Institute of Biology. FloVegSI - Floristical and fitocenological database of ZRC SAZU. Occurrence dataset https://doi.org/10.15468/v3vxya accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/v3vxya"
2237906430,"84d26682-f762-11e1-a439-00145eb45e9a",10.81398,56.26636,1966,5,3,"Denmark","DMS-1039792",NA,"Rugård Sønderskov",NA,"Svanhildur Svane",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Frøslev T G, Heilmann-Clausen J, Lange C, Læssøe T, Petersen J H, Søchting U, Jeppesen T S, Vesterholt J (2020). Danish Mycological Society, fungal records database. Danish Mycological Society. Occurrence dataset https://doi.org/10.15468/zn159h accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/zn159h"
986486,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",12.4739,56.30062,1956,7,13,"Sweden","1083822","LD","Käringmalen","General","Ove Almborn","Skåne","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
986489,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",13.77479,55.5089,1951,10,3,"Sweden","1084078","LD","No locality information available","General","Ove Almborn","Skåne","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
986488,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",13.77479,55.5089,1950,10,13,"Sweden","1084014","LD","No locality information available","General","Ove Almborn","Skåne","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Wittzell H, Shah M (2020). Lund Botanical Museum (LD). Lund Botanical Museum (LD). Occurrence dataset https://doi.org/10.15468/c4w4co accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/c4w4co"
2237875222,"84d26682-f762-11e1-a439-00145eb45e9a",12.07091,55.43182,1947,6,12,"Denmark","DMS-1011653",NA,"Tågerød Skov",NA,"Mogens Skytte Christiansen",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Frøslev T G, Heilmann-Clausen J, Lange C, Læssøe T, Petersen J H, Søchting U, Jeppesen T S, Vesterholt J (2020). Danish Mycological Society, fungal records database. Danish Mycological Society. Occurrence dataset https://doi.org/10.15468/zn159h accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/zn159h"
1065695523,"905daf20-04fd-11df-8c28-b8a03c50a862",13.32897,55.67241,1947,7,28,"Sweden","58986","UME","Dalby hage","General","Börje Hardal",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Telenius A, Stenman K (2017). Herbarium of Umeå University (UME). GBIF-Sweden. Occurrence dataset https://doi.org/10.15468/gatdg4 accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gatdg4"
2237883493,"84d26682-f762-11e1-a439-00145eb45e9a",9.453203,55.23907,1947,7,13,"Denmark","DMS-1019874",NA,"Haderslev Dam",NA,"Mogens Skytte Christiansen",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Frøslev T G, Heilmann-Clausen J, Lange C, Læssøe T, Petersen J H, Søchting U, Jeppesen T S, Vesterholt J (2020). Danish Mycological Society, fungal records database. Danish Mycological Society. Occurrence dataset https://doi.org/10.15468/zn159h accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/zn159h"
2237883832,"84d26682-f762-11e1-a439-00145eb45e9a",9.399442,55.2211,1947,7,13,"Denmark","DMS-1020019",NA,"Pamhule Skov",NA,"Mogens Skytte Christiansen",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Frøslev T G, Heilmann-Clausen J, Lange C, Læssøe T, Petersen J H, Søchting U, Jeppesen T S, Vesterholt J (2020). Danish Mycological Society, fungal records database. Danish Mycological Society. Occurrence dataset https://doi.org/10.15468/zn159h accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/zn159h"
