"key","datasetKey","decimalLongitude","decimalLatitude","year","month","day","country","catalogNumber","recordedBy","institutionCode","locality","collectionCode","stateProvince","notes","citation","doi"
1676072351,"828a3d8c-f762-11e1-a439-00145eb45e9a",7.059167,51.04255,2016,6,26,"Germany","43561",NA,"FR","Leverkusen","Herbarium Senckenbergianum (FR) - Fungi",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Senckenberg. Herbarium Senckenbergianum (FR) - Fungi. Occurrence dataset https://doi.org/10.15468/0oaq5v accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/0oaq5v"
1676072352,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.525967,50.88555,2016,6,11,"Czechia","43578",NA,"FR","bei Teichstatt","Herbarium Senckenbergianum (FR) - Fungi",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Senckenberg. Herbarium Senckenbergianum (FR) - Fungi. Occurrence dataset https://doi.org/10.15468/0oaq5v accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/0oaq5v"
1324321826,"7948250c-6958-4a29-a670-ed1015b26252",5.7425,58.9493,2016,8,20,"Norway","204988","S. Rui, E. Timdal","O","Hillevågsveien","L","Rogaland","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Natural History Museum, University of Oslo (2020). Lichen herbarium, Oslo (O). Version 1.1331. Occurrence dataset https://doi.org/10.15468/ktu7bj accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/ktu7bj"
2464717744,"f0ecd5eb-bc62-40fe-ab53-294cbb34a290",22.657056,48.207454,2016,9,18,"Ukraine","CWU 202879","Alla Gromakova","CWU","near Berehove",NA,NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Savchenko A, Ordynets A, Prylutskyi O, Yatsiuk I, Akulov A, Usichenko A. V. N. Karazin Kharkiv National University herbarium, Department of Mycology and Plant Resistance. V. N. Karazin Kharkiv National University. Occurrence dataset https://doi.org/10.15468/kuspj6 accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/kuspj6"
2013146438,"7948250c-6958-4a29-a670-ed1015b26252",7.0063,50.9577,2016,11,26,"Germany","205550","S. Rui, E. Timdal","O","Köln, Mulheim, near Märchenbrunnen","L","Nordrhein-Westfalen","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Natural History Museum, University of Oslo (2020). Lichen herbarium, Oslo (O). Version 1.1331. Occurrence dataset https://doi.org/10.15468/ktu7bj accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/ktu7bj"
1836429507,"85739778-f762-11e1-a439-00145eb45e9a",5.31,52.1517,2016,12,27,"Netherlands","195610","H. Sipman & A. Aptroot","B","THE NETHERLANDS, Utrecht: Soest, nature reserve Korte Duinen, afforestation in former Zonnegloren area. Alt. 10 m.","Lichen Herbarium Berlin",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Botanic Garden and Botanical Museum Berlin (2016). Lichens at Herbarium Berolinense, Berlin (B). Occurrence dataset https://doi.org/10.15468/gmyyyu accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gmyyyu"
1901092640,"a48c2e76-4984-4540-9bf6-f4d579ed7d99",-2.054032,43.270523,2016,12,22,"Spain","5801","Olariaga I.","ARAN","Usurbil, Donostia-Arkutxa","Fungi","Gipuzkoa","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Olariaga Ibarguren I (2018). Fungal occurrences from the Basque Country and neighbouring areas: ARAN-Fungi. Version 1.4. Aranzadi Science Society. Occurrence dataset https://doi.org/10.15470/dtsml1 accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15470/dtsml1"
1676071657,"828a3d8c-f762-11e1-a439-00145eb45e9a",8.294635,50.156017,2015,1,9,"Germany","221516",NA,"FR","Hoher Taunus, das Theißtal westl. von Niedernhausen, Feldkreuz bei den Fischteichen","Herbarium Senckenbergianum (FR) - Fungi",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Senckenberg. Herbarium Senckenbergianum (FR) - Fungi. Occurrence dataset https://doi.org/10.15468/0oaq5v accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/0oaq5v"
1099343026,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.477783,51.403617,2015,4,8,"Germany","39341",NA,"FR","bei Bärwalde","Herbarium Senckenbergianum (FR) - Fungi",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Senckenberg. Herbarium Senckenbergianum (FR) - Fungi. Occurrence dataset https://doi.org/10.15468/0oaq5v accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/0oaq5v"
1676071961,"828a3d8c-f762-11e1-a439-00145eb45e9a",9.488743,41.051686,2015,5,26,"Italy","262106",NA,"FR","Prov. Olbia-Tempio, La Gallura, San Pantaleo southeast of Arzachena, Loc. Paluneddu, Via Cantaneddu","Herbarium Senckenbergianum (FR) - Fungi",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Senckenberg. Herbarium Senckenbergianum (FR) - Fungi. Occurrence dataset https://doi.org/10.15468/0oaq5v accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/0oaq5v"
1676071963,"828a3d8c-f762-11e1-a439-00145eb45e9a",9.466504,41.038474,2015,5,24,"Italy","262099",NA,"FR","Prov. Olbia-Tempio, La Gallura, San Pantaleo southeast of Arzachena, southwestern outskirts, west of the Via Alessandro Manzoni","Herbarium Senckenbergianum (FR) - Fungi",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Senckenberg. Herbarium Senckenbergianum (FR) - Fungi. Occurrence dataset https://doi.org/10.15468/0oaq5v accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/0oaq5v"
1324742844,"fb1ecd28-f09e-4747-8bde-0b3d7a6f78d1",5.73154,58.96658,2015,6,5,"Norway","98118","Tønsberg, T.","BG","Stavanger City center, along and E of Olav Vs gate SW of lakelet Breiavatnet","L","Rogaland","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","University of Bergen: University Museum (2020). Lichen herbarium, UiB. Version 1.926. Occurrence dataset https://doi.org/10.15468/gpfklm accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gpfklm"
1324742845,"fb1ecd28-f09e-4747-8bde-0b3d7a6f78d1",5.7431,58.94916,2015,6,5,"Norway","98172","Tønsberg, T. & Nygaard, E.","BG","Hillevåg, along and E of Hillevågsveien, N of junction Hamneveien","L","Rogaland","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","University of Bergen: University Museum (2020). Lichen herbarium, UiB. Version 1.926. Occurrence dataset https://doi.org/10.15468/gpfklm accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gpfklm"
1233566551,"828a3d8c-f762-11e1-a439-00145eb45e9a",8.17555,50.008617,2015,10,21,"Germany","40966",NA,"FR","bei Mainz, Schloß Waldhausen","Herbarium Senckenbergianum (FR) - Fungi",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Senckenberg. Herbarium Senckenbergianum (FR) - Fungi. Occurrence dataset https://doi.org/10.15468/0oaq5v accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/0oaq5v"
1041927250,"78c1a71e-abb2-49cf-abc8-efafb981b0e4",5.6171,58.6276,2014,3,3,"Norway","652224/1","Harald Vik-Mo","TRH","Hobberstad.","L","Rogaland","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","NTNU University Museum (2020). Lichen herbarium TRH, NTNU University Museum. Version 10.1219. Occurrence dataset https://doi.org/10.15468/pbejbi accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/pbejbi"
1041927432,"78c1a71e-abb2-49cf-abc8-efafb981b0e4",5.7282,58.8477,2014,3,5,"Norway","652223/1","Harald Vik-Mo","TRH","Allè langs Sandnes kirkegård.","L","Rogaland","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","NTNU University Museum (2020). Lichen herbarium TRH, NTNU University Museum. Version 10.1219. Occurrence dataset https://doi.org/10.15468/pbejbi accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/pbejbi"
1676071482,"828a3d8c-f762-11e1-a439-00145eb45e9a",8.637194,49.638333,2014,4,12,"Germany","217255",NA,"FR","Heppenheim, In den langen Äckern, Untersuchungegebiet 1, Aufnahmebaum 3","Herbarium Senckenbergianum (FR) - Fungi",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Senckenberg. Herbarium Senckenbergianum (FR) - Fungi. Occurrence dataset https://doi.org/10.15468/0oaq5v accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/0oaq5v"
1676071496,"828a3d8c-f762-11e1-a439-00145eb45e9a",8.996194,49.670389,2014,4,27,"Germany","217292",NA,"FR","Michelstadt, auf einem Parkplatz am Roßbacher Weg, Untersuchungsgebiet 2, Aufnahmebaum 6","Herbarium Senckenbergianum (FR) - Fungi",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Senckenberg. Herbarium Senckenbergianum (FR) - Fungi. Occurrence dataset https://doi.org/10.15468/0oaq5v accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/0oaq5v"
2438799838,"4ce8e3f9-2546-4af1-b28d-e2eadf05dfd4",26.870083,51.878361,2014,5,6,"Belarus","MEL 2380881A","Yatsyna, A.P.","MEL","Stolinsk district, city of Stolin. Natural monument of local importance ""Mankovichi"".","MEL",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Australia's Virtual Herbarium (2020). MEL AVH data. Occurrence dataset https://doi.org/10.15468/rhzrxw accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/rhzrxw"
1676071526,"828a3d8c-f762-11e1-a439-00145eb45e9a",8.664972,49.876528,2014,6,22,"Germany","217356",NA,"FR","Darmstadt, Mathildenhöhe/Nikolaiweg, Untersuchungsgebiet 4, Aufnahmebaum 6","Herbarium Senckenbergianum (FR) - Fungi",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Senckenberg. Herbarium Senckenbergianum (FR) - Fungi. Occurrence dataset https://doi.org/10.15468/0oaq5v accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/0oaq5v"
1676071581,"828a3d8c-f762-11e1-a439-00145eb45e9a",8.698056,50.127889,2014,6,17,"Germany","217365",NA,"FR","Frankfurt am Main, Eckenheimer Landstraße, Untersuchungsgebiet 5, Aufnahmebaum 2","Herbarium Senckenbergianum (FR) - Fungi",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Senckenberg. Herbarium Senckenbergianum (FR) - Fungi. Occurrence dataset https://doi.org/10.15468/0oaq5v accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/0oaq5v"
1676071613,"828a3d8c-f762-11e1-a439-00145eb45e9a",8.583734,50.077225,2014,7,15,"Germany","218131",NA,"FR","Untermainebene, Frankfurt, Schwanheim, Schwanheimer Wald, Rechte Wiese"" östl. der Schwanheimer Bahnstraße""","Herbarium Senckenbergianum (FR) - Fungi",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Senckenberg. Herbarium Senckenbergianum (FR) - Fungi. Occurrence dataset https://doi.org/10.15468/0oaq5v accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/0oaq5v"
1324320738,"7948250c-6958-4a29-a670-ed1015b26252",5.2618,59.4491,2014,8,16,"Norway","200662","Jon T. Klepsland","O","Fagerheim","L","Rogaland","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Natural History Museum, University of Oslo (2020). Lichen herbarium, Oslo (O). Version 1.1331. Occurrence dataset https://doi.org/10.15468/ktu7bj accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/ktu7bj"
2406414065,"b124e1e0-4755-430f-9eab-894f25a9b59c",5.261729,59.449062,2014,8,16,"Norway","11443005","Jon Klepsland","nbf","Fagerheim, Haugesund, Ro","so2-lichens","Rogaland","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","The Norwegian Biodiversity Information Centre ., Hoem S (2020). Norwegian Species Observation Service. Version 1.107. The Norwegian Biodiversity Information Centre (NBIC). Occurrence dataset https://doi.org/10.15468/zjbzel accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/zjbzel"
1676071604,"828a3d8c-f762-11e1-a439-00145eb45e9a",8.589444,50.077867,2014,9,23,"Germany","221182",NA,"FR","Frankfurt, Schwanheimer Wald","Herbarium Senckenbergianum (FR) - Fungi",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Senckenberg. Herbarium Senckenbergianum (FR) - Fungi. Occurrence dataset https://doi.org/10.15468/0oaq5v accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/0oaq5v"
1061246641,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.193617,50.946667,2014,10,28,"Germany","38440",NA,"FR","Sebnitztal","Herbarium Senckenbergianum (FR) - Fungi",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Senckenberg. Herbarium Senckenbergianum (FR) - Fungi. Occurrence dataset https://doi.org/10.15468/0oaq5v accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/0oaq5v"
1086983739,"828a3d8c-f762-11e1-a439-00145eb45e9a",13.87075,51.29705,2014,10,2,"Germany","38768",NA,"FR","Königshöhe, 350 m WNW","Herbarium Senckenbergianum (FR) - Fungi",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Senckenberg. Herbarium Senckenbergianum (FR) - Fungi. Occurrence dataset https://doi.org/10.15468/0oaq5v accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/0oaq5v"
1324742461,"fb1ecd28-f09e-4747-8bde-0b3d7a6f78d1",5.64993,58.71525,2014,11,28,"Norway","97241","Johnsen, J.I.","BG","nedstrøms Smokkevatn","L","Rogaland","proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","University of Bergen: University Museum (2020). Lichen herbarium, UiB. Version 1.926. Occurrence dataset https://doi.org/10.15468/gpfklm accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/gpfklm"
1676071614,"828a3d8c-f762-11e1-a439-00145eb45e9a",8.580556,50.08045,2014,11,26,"Germany","221339",NA,"FR","Frankfurt, Schwanheimer Wald","Herbarium Senckenbergianum (FR) - Fungi",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Senckenberg. Herbarium Senckenbergianum (FR) - Fungi. Occurrence dataset https://doi.org/10.15468/0oaq5v accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/0oaq5v"
1676071617,"828a3d8c-f762-11e1-a439-00145eb45e9a",8.580556,50.08045,2014,11,26,"Germany","221338",NA,"FR","Frankfurt, Schwanheimer Wald","Herbarium Senckenbergianum (FR) - Fungi",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Senckenberg. Herbarium Senckenbergianum (FR) - Fungi. Occurrence dataset https://doi.org/10.15468/0oaq5v accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/0oaq5v"
1676071621,"828a3d8c-f762-11e1-a439-00145eb45e9a",8.5775,50.080367,2014,11,26,"Germany","221333",NA,"FR","Frankfurt, Schwanheimer Wald","Herbarium Senckenbergianum (FR) - Fungi",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Senckenberg. Herbarium Senckenbergianum (FR) - Fungi. Occurrence dataset https://doi.org/10.15468/0oaq5v accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/0oaq5v"
1676071656,"828a3d8c-f762-11e1-a439-00145eb45e9a",8.580556,50.08045,2014,11,26,"Germany","221341",NA,"FR","Frankfurt, Schwanheimer Wald","Herbarium Senckenbergianum (FR) - Fungi",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Senckenberg. Herbarium Senckenbergianum (FR) - Fungi. Occurrence dataset https://doi.org/10.15468/0oaq5v accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/0oaq5v"
1676072048,"828a3d8c-f762-11e1-a439-00145eb45e9a",-1.630283,43.316667,2013,6,25,"France","42742",NA,"FR","La Rhune, Nordseite, Forêt Tourbiere","Herbarium Senckenbergianum (FR) - Fungi",NA,"proper GBIF citations were not initially included here and were added subsequently on 20 November 2020","Senckenberg. Herbarium Senckenbergianum (FR) - Fungi. Occurrence dataset https://doi.org/10.15468/0oaq5v accessed via GBIF.org on 2020-11-20.. Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2020-11-20","https://doi.org/10.15468/0oaq5v"
