"key","datasetKey","decimalLongitude","decimalLatitude","stateProvince","year","month","day","country","catalogNumber","recordedBy","institutionCode","locality","collectionCode"
2270772972,"98bceab6-3c3e-4163-945d-6ca10576ebf1",14.433333,47.833333,"Upper Austria",1999,8,3,"Austria","ASUL000627","R. Türk","ASU","Kalkalpen National Park, Reichraminger Hintergebirge, 5.8 km SSW of Reichraming, Zöbelboden, MTB 8152",NA
152939360,"89579e3e-f762-11e1-a439-00145eb45e9a",13.911995,46.399623,NA,1997,7,20,"Slovenia","F778605","Trošt T.","ULBF-AGR","Julijske Alpe","FloVegSI-FLO"
152939344,"89579e3e-f762-11e1-a439-00145eb45e9a",14.078639,46.39963,NA,1996,7,7,"Slovenia","F778156","Trošt T.","ULBF-AGR",NA,"FloVegSI-FLO"
152939345,"89579e3e-f762-11e1-a439-00145eb45e9a",14.078639,46.39963,NA,1996,7,7,"Slovenia","F778175","Trošt T.","ULBF-AGR",NA,"FloVegSI-FLO"
152939355,"89579e3e-f762-11e1-a439-00145eb45e9a",14.078639,46.39963,NA,1996,7,7,"Slovenia","F778407","Trošt T.","ULBF-AGR","Julijske Alpe","FloVegSI-FLO"
29531513,"83492a58-f762-11e1-a439-00145eb45e9a",-1,43,"Na",1994,1,4,"Spain","5356-1","J. Etayo","MA","Oronoz-Mugaire, Parque natural de Bértiz, subiendo a Aitzcolegi","MA-Lichen"
2237892773,"84d26682-f762-11e1-a439-00145eb45e9a",10.19795,56.08499,NA,1991,1,24,"Denmark","DMS-1027723","Svanhildur Svane",NA,"Hørret Skov",NA
2237866863,"84d26682-f762-11e1-a439-00145eb45e9a",10.80883,54.89832,NA,1991,5,11,"Denmark","DMS-1004665","Svanhildur Svane",NA,"Næbbeskov",NA
2237884560,"84d26682-f762-11e1-a439-00145eb45e9a",10.91323,55.13158,NA,1991,5,9,"Denmark","DMS-1019511","Svanhildur Svane",NA,"Lohals",NA
2237889382,"84d26682-f762-11e1-a439-00145eb45e9a",10.01447,56.66965,NA,1989,5,5,"Denmark","DMS-1025441","Vagn Alstrup",NA,"Hou Skov",NA
2237883948,"84d26682-f762-11e1-a439-00145eb45e9a",8.902468,55.10905,NA,1987,5,2,"Denmark","DMS-1020528","Svanhildur Svane",NA,"Lovrup Skrøp",NA
2237908514,"84d26682-f762-11e1-a439-00145eb45e9a",8.88725,55.14906,NA,1987,5,2,"Denmark","DMS-1042990","Svanhildur Svane",NA,"Gasse Skrøp",NA
891819,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",-4.989167,56.025,"Scotland",1985,11,18,"United Kingdom","1011502","B. J. Coppins","LD","Benmore","General"
1291868677,"8f7e3c45-4d76-4982-9478-651439e0cd4b",26.98333,58.56667,NA,1967,10,13,"Estonia","TU1272","Anne-Liis Sõmermaa","TU(M)","Vara mtsk. Kv. 68:14, ",NA
1434682692,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",15.365547,56.436528,NA,1873,NA,NA,"Sweden","1894808B","H. Falk","LD","Eringsboda","General"
