"key","datasetKey","decimalLongitude","decimalLatitude","year","month","day","country","catalogNumber","recordedBy","institutionCode","locality","collectionCode","stateProvince","DB","BBarcode"
1935715952,"5830fa3c-497c-4d37-b771-bd6c84997f2c",15.75417,47.3375,2003,"4",30,"Austria","0043017","Suppan,Ursula","GJO","[Österreich, Steiermark; Naturpark Pöllauer Tal]  Gmde. Saifen-Boden, Sonnleiten, an der orographisch rechten Seite eines Zuflusses des Köppelreithbaches, ca. 340 m SW des Gehöftes Leitenbertl [740 m, 8660/4 (47°20'15""N, 15°45'15""E ±200 m) Bezirk Hartberg-Fürstenfeld, Gemeinde Pöllau]","Herbarium GJO",NA,"GBIF",NA
1935715954,"5830fa3c-497c-4d37-b771-bd6c84997f2c",15.85833,47.26528,2003,"4",18,"Austria","0042474","Suppan,Ursula","GJO","[Österreich, Steiermark; Naturpark Pöllauer Tal]  Gmde. Schönegg, Schönau bei Pöllau, Burgstall, Hänge am orographisch linken Ufer des Kroisbaches am Eingang zur Schönauklamm bei Schönaudorf [420 m, 8761/1 (47°15'55""N, 15°51'30""E ±200 m) Bezirk Hartberg-Fürstenfeld, Gemeinde Pöllau]","Herbarium GJO",NA,"GBIF",NA
1935715963,"5830fa3c-497c-4d37-b771-bd6c84997f2c",15.83194,47.30278,2003,"5",16,"Austria","0043103","Suppan,Ursula","GJO","[Österreich, Steiermark; Naturpark Pöllauer Tal]  Gmde. Pöllau, Ortsgebiet von Pöllau, Schlosspark unmitelbar WSW von Schloss Pöllau [430 m, 8660/4 (47°18'10""N, 15°49'55""E ±200 m) Bezirk Hartberg-Fürstenfeld, Gemeinde Pöllau, Katastralgemeinde Pöllau]","Herbarium GJO",NA,"GBIF",NA
1638417504,"fb8ae15d-e30c-44b4-8f61-0bb0c1d90ff9",13.61806,46.43333,2003,"7",3,"Slovenia","000315288","Mayrhofer,Helmut","GZU","[Primorska] Southern Alps, Julian Alps, massif of Mangart NE of Bovec, by the road to the Mangartska koča (Mangart refuge) just above Mangartska planina","Herbarium GZU",NA,"GBIF",NA
1638417533,"fb8ae15d-e30c-44b4-8f61-0bb0c1d90ff9",13.63333,46.41389,2003,"7",31,"Slovenia","000315410","Mayrhofer,Helmut, Jensen,M. & Trembley,M.","GZU","[Primorska] Southern Alps, Julian Alps, Koritnica valley NE of the village Log pod Mangartom","Herbarium GZU",NA,"GBIF",NA
1717205144,"cef8bb20-149a-11de-bab0-b8a03c50a862",16.966168,50.233395,2003,"7",7,"Poland",NA,"Szczepańska, K.","MNHW","p: dolnośląskie; c: Kłodzko; Nowa Morawa Nature Reserve",NA,"dolnośląskie","GBIF",NA
1717205260,"cef8bb20-149a-11de-bab0-b8a03c50a862",16.966168,50.233395,2003,"7",8,"Poland",NA,"Szczepańska, K.","MNHW","p: dolnośląskie; c: Kłodzko; Puszcza Jaworowa",NA,"dolnośląskie","GBIF",NA
1717205937,"cef8bb20-149a-11de-bab0-b8a03c50a862",16.966168,50.233395,2003,"7",29,"Poland",NA,"Szczepańska, K.","MNHW","p: dolnośląskie; c: Kłodzko; Bialska Pętla",NA,"dolnośląskie","GBIF",NA
1717205225,"cef8bb20-149a-11de-bab0-b8a03c50a862",16.966168,50.233395,2003,"8",1,"Poland",NA,"Szczepańska, K.","MNHW","p: dolnośląskie; c: Kłodzko; Bukowy Stok",NA,"dolnośląskie","GBIF",NA
914898930,"828a3d8c-f762-11e1-a439-00145eb45e9a",13.5988,46.425,2003,"8",2,"Slovenia","23901",NA,"FR","Julische Alpen, Log pod Mangartom: Straße zum Mangart","Herbarium Senckenbergianum (FR) - Fungi",NA,"GBIF",NA
152949634,"89579e3e-f762-11e1-a439-00145eb45e9a",13.911995,46.399623,2002,"7",8,"Slovenia","F956066","Mrak T.","ULBF-AGR","Vodični vrh","FloVegSI-FLO","Gorenjska","GBIF",NA
NA,NA,13.844849,53.157172,2001,"24-Apr",NA,"GERMANY","60974","H. Sipman","BERLIN_DB","GERMANY, Brandenburg, Landkr. Uckermark. Suckow, former estate. Alt. c. 50 m.",NA,NA,"BERLIN_DB",""
NA,NA,11.828097,53.927535,1999,"15-May",NA,"GERMANY","56426","H. Sipman","BERLIN_DB","DEUTSCHLAND, Mecklenburg-Vorpommern: Kr. Güstrow, NW of Groß Gischow, along Seebach river. Alt. c. 30 m.",NA,NA,"BERLIN_DB",""
1212198083,"85739778-f762-11e1-a439-00145eb45e9a",20.5167,47.9667,1998,"8",2,"Hungary","56078","H. Sipman","B","HUNGARY, Bükk mountains. Kom. Borsod-Abaúj-Zemplén, Hór valley, surroundings of Oszla, ca. 4 km N of Cserépfalu, DU 61, alt. 220-270 m.","Lichen Herbarium Berlin",NA,"GBIF",NA
152948878,"89579e3e-f762-11e1-a439-00145eb45e9a",14.411995,45.599739,1998,"10",23,"Slovenia","F1020322","Pruegger J., Surina B.","ULBF-AGR","Snežnik","FloVegSI-FLO","Notranjska","GBIF",NA
152948880,"89579e3e-f762-11e1-a439-00145eb45e9a",14.411995,45.599739,1998,"10",23,"Slovenia","F1020324","Pruegger J., Surina B.","ULBF-AGR","Snežnik","FloVegSI-FLO","Notranjska","GBIF",NA
152949350,"89579e3e-f762-11e1-a439-00145eb45e9a",13.745368,46.19964,1997,"6",5,"Slovenia","F779704","Primožič K.","ULBF-AGR",NA,"FloVegSI-FLO",NA,"GBIF",NA
152949357,"89579e3e-f762-11e1-a439-00145eb45e9a",13.912003,46.299635,1997,"6",10,"Slovenia","F780076","Primožič K.","ULBF-AGR",NA,"FloVegSI-FLO",NA,"GBIF",NA
152948873,"89579e3e-f762-11e1-a439-00145eb45e9a",14.411987,45.699727,1997,"8",14,"Slovenia","F1020317","Pruegger J.","ULBF-AGR","Snežnik","FloVegSI-FLO","Notranjska","GBIF",NA
1851923118,"c711c16e-8db5-4f66-aa06-03d9e472fbbc",10.162772,47.358334,1997,"9",17,"Austria","MB-002269 / 743460 / 387775","Rexer, K.-H. (no. KR 7354)","MB","Österreich, Vorarlberg, Kleinwalsertal, Rietzlern","MBcoll",NA,"GBIF",NA
152948874,"89579e3e-f762-11e1-a439-00145eb45e9a",14.411987,45.699727,1997,"10",5,"Slovenia","F1020318","Pruegger J., Mayrhofer H.","ULBF-AGR","Snežnik","FloVegSI-FLO","Notranjska","GBIF",NA
152948875,"89579e3e-f762-11e1-a439-00145eb45e9a",14.411978,45.799715,1997,"10",5,"Slovenia","F1020319","Pruegger J., Suppan U., Mayrhofer H., Batič F.","ULBF-AGR","Cerkniško jezero","FloVegSI-FLO","Notranjska","GBIF",NA
152948876,"89579e3e-f762-11e1-a439-00145eb45e9a",14.411978,45.799715,1997,"10",5,"Slovenia","F1020320","Pruegger J., Suppan U., Mayrhofer H., Batič F.","ULBF-AGR","Cerkniško jezero","FloVegSI-FLO","Notranjska","GBIF",NA
152948877,"89579e3e-f762-11e1-a439-00145eb45e9a",14.411995,45.599739,1997,"10",4,"Slovenia","F1020321","Pruegger J., Suppan U., Mayrhofer H., Batič F.","ULBF-AGR","Snežnik","FloVegSI-FLO","Notranjska","GBIF",NA
152949359,"89579e3e-f762-11e1-a439-00145eb45e9a",13.912003,46.299635,1996,"5",24,"Slovenia","F780136","Primožič K.","ULBF-AGR",NA,"FloVegSI-FLO",NA,"GBIF",NA
152949722,"89579e3e-f762-11e1-a439-00145eb45e9a",15.411775,46.599662,1996,"6",11,"Slovenia","F967385","Mayrhofer H., Belec Z., Suanjak M.","ULBF-AGR","Pohorje","FloVegSI-FLO","Štajerska","GBIF",NA
152949320,"89579e3e-f762-11e1-a439-00145eb45e9a",14.078639,46.39963,1996,"7",7,"Slovenia","F778217","Trošt T.","ULBF-AGR","Julijske Alpe","FloVegSI-FLO",NA,"GBIF",NA
152949355,"89579e3e-f762-11e1-a439-00145eb45e9a",13.745368,46.19964,1996,"8",15,"Slovenia","F780025","Primožič K.","ULBF-AGR",NA,"FloVegSI-FLO",NA,"GBIF",NA
2237903311,"84d26682-f762-11e1-a439-00145eb45e9a",12.54132,54.97663,1995,"3",26,"Denmark","DMS-1037888","Vagn Alstrup",NA,"Møns Klint",NA,NA,"GBIF",NA
2237903403,"84d26682-f762-11e1-a439-00145eb45e9a",12.54132,54.97663,1995,"3",26,"Denmark","DMS-1037897","Vagn Alstrup",NA,"Møns Klint",NA,NA,"GBIF",NA
152949340,"89579e3e-f762-11e1-a439-00145eb45e9a",14.745284,45.599752,1995,"6",15,"Slovenia","F779413","Mayrhofer H., Batič F., Grube M., Suppan U.","ULBF-AGR",NA,"FloVegSI-FLO","Dolenjska","GBIF",NA
152949293,"89579e3e-f762-11e1-a439-00145eb45e9a",13.745342,46.499604,1995,"10",10,"Slovenia","F776179","Batič F., Surina B.","ULBF-AGR",NA,"FloVegSI-FLO",NA,"GBIF",NA
152949294,"89579e3e-f762-11e1-a439-00145eb45e9a",13.745342,46.499604,1995,"10",10,"Slovenia","F776289","Batič F., Surina B.","ULBF-AGR",NA,"FloVegSI-FLO",NA,"GBIF",NA
152949337,"89579e3e-f762-11e1-a439-00145eb45e9a",15.578428,46.499681,1995,"11",2,"Slovenia","F779281","Mayrhofer H.","ULBF-AGR",NA,"FloVegSI-FLO",NA,"GBIF",NA
1717231594,"8e93fad0-a705-11dc-80be-b8a03c50a862",23.4,53.23,1994,"3",29,"Poland",NA,"K. Kolanko","UoB-IB","Czołnowo",NA,"podlaskie","GBIF",NA
1212194294,"85739778-f762-11e1-a439-00145eb45e9a",13.3167,46.65,1994,"7",29,"Austria","47409","H. Sipman","B","Oesterreich, Kärnthen (Carinthia): Weissenbachklamm near Jadersdorf, NW of Hermagor. Alt. c. 900 m.","Lichen Herbarium Berlin",NA,"GBIF",NA
152949335,"89579e3e-f762-11e1-a439-00145eb45e9a",15.411784,46.499674,1993,"6",8,"Slovenia","F779190","Koch M., Mayrhofer H., Unger E., Wieser B.","ULBF-AGR",NA,"FloVegSI-FLO",NA,"GBIF",NA
1717231685,"8e93fad0-a705-11dc-80be-b8a03c50a862",23.1,53.96,1993,"8",9,"Poland",NA,"A. Matwiejuk","UoB-IB","res. Sernetki",NA,"podlaskie","GBIF",NA
125714478,"84cdd6d0-f762-11e1-a439-00145eb45e9a",12,55,1993,"9",18,"Denmark","2650","Mona Nissen","C","Zealand, Farum Lillevang","L","Zealand","GBIF",NA
1717231582,"8e93fad0-a705-11dc-80be-b8a03c50a862",23.29,53.51,1993,"10",21,"Poland",NA,"K. Kolanko","UoB-IB","res. Budzisk",NA,"podlaskie","GBIF",NA
152949339,"89579e3e-f762-11e1-a439-00145eb45e9a",14.411987,45.699727,1992,"6",20,"Slovenia","F779297","Mayrhofer H., Batič F.","ULBF-AGR",NA,"FloVegSI-FLO",NA,"GBIF",NA
152949272,"89579e3e-f762-11e1-a439-00145eb45e9a",15.245139,46.499666,1992,"8",27,"Slovenia","F774782","Koch M., Koch E.","ULBF-AGR",NA,"FloVegSI-FLO",NA,"GBIF",NA
152949275,"89579e3e-f762-11e1-a439-00145eb45e9a",14.411987,45.699727,1992,"10",15,"Slovenia","F775126","Grube M.","ULBF-AGR",NA,"FloVegSI-FLO",NA,"GBIF",NA
152949277,"89579e3e-f762-11e1-a439-00145eb45e9a",14.411987,45.699727,1992,"10",13,"Slovenia","F775335","Grube M.","ULBF-AGR",NA,"FloVegSI-FLO",NA,"GBIF",NA
NA,NA,12.819813,47.67829,1989,"15. sept.",NA,"GERMANY","38642","H. Sipman","BERLIN_DB","GERMANY, BAYERN. Berchtesgaden. Unterjettenberg. Alt. 550 m. Near margin of old deciduous forest on mountain slope with pasturefields.",NA,NA,"BERLIN_DB",""
1099073606,"7ba21c92-f762-11e1-a439-00145eb45e9a",11.58333,48.133339,1988,"9",9,"Germany","M-0161829 / 468311 / 188026","Deuter, H. (no. 0247)","SNSB-M","Germany, Bavaria, Upper Bavaria, München, Nymphenburger Park, von Café zur Marienklause,  O.","BSMlichenscoll",NA,"GBIF",NA
1099073612,"7ba21c92-f762-11e1-a439-00145eb45e9a",11.58333,48.133339,1988,"9",9,"Germany","M-0161830 / 472700 / 188264","Deuter, H. (no. 0248)","SNSB-M","Germany, Bavaria, Upper Bavaria, München, Nymphenburger Park, von Café zur Marienklause.","BSMlichenscoll",NA,"GBIF",NA
1099073664,"7ba21c92-f762-11e1-a439-00145eb45e9a",11.58333,48.133339,1988,"9",26,"Germany","M-0162698 / 468309 / 188025","Deuter, H. (no. 1139)","SNSB-M","Germany, Bavaria, Upper Bavaria, München, Eichen-Hainbuchen-Wäldchen in Warnberg.","BSMlichenscoll",NA,"GBIF",NA
1099073678,"7ba21c92-f762-11e1-a439-00145eb45e9a",11.58333,48.133339,1988,"9",9,"Germany","M-0161835 / 472701 / 188268","Deuter, H. (no. 0253)","SNSB-M","Germany, Bavaria, Upper Bavaria, München, Nymphenburger Park, Nymphenburger Park, von Café zur Marienklause, ca. 100cm above ground, O.","BSMlichenscoll",NA,"GBIF",NA
2270706101,"98bceab6-3c3e-4163-945d-6ca10576ebf1",15.466667,46.6,1986,"5",25,"Austria","570438","B.D. Ryan","ASU","Heiligengeistklamm",NA,"Styria","GBIF",NA
2270739251,"98bceab6-3c3e-4163-945d-6ca10576ebf1",15.466667,46.6,1986,"5",25,"Austria","570408","T.H. Nash III","ASU","Heiligengeistklamm, near Leutschach",NA,NA,"GBIF",NA
2237876253,"84d26682-f762-11e1-a439-00145eb45e9a",11.73532,54.83353,1984,"7",12,"Denmark","DMS-1014408","Mogens Skytte Christiansen",NA,"Majbølle",NA,NA,"GBIF",NA
2270755249,"98bceab6-3c3e-4163-945d-6ca10576ebf1",9.266667,48.416667,1981,"7",22,"Germany","570468","T.H. Nash III","ASU","Schwäbische Alb, Lichtenstein near Reutlingen, Locherstein",NA,"Baden-Württemberg","GBIF",NA
NA,NA,13.663245,54.572911,1979,"23 Aug.",NA,"GERMANY","6027","S. Huneck","BERLIN_DB","DEUTSCHLAND, Mecklenburg-Vorpommern: Rügen, auf abgestürzter Buche am Ufer der Stubbenkammer",NA,NA,"BERLIN_DB","B 60 0118732"
2237878901,"84d26682-f762-11e1-a439-00145eb45e9a",11.66465,54.77403,1976,"5",20,"Denmark","DMS-1014381","Mogens Skytte Christiansen",NA,"Krenkerup Haveskov",NA,NA,"GBIF",NA
2237911852,"84d26682-f762-11e1-a439-00145eb45e9a",12.550935,54.960172,1976,"5",18,"Denmark","DMS-1043261","Mogens Skytte Christiansen",NA,"Sandskredsfald, Møns Klint",NA,NA,"GBIF",NA
2237909159,"84d26682-f762-11e1-a439-00145eb45e9a",9.750667,54.950635,1972,"2",12,"Denmark","DMS-1043449","Svanhildur Svane",NA,"Sandbjerg Gods",NA,NA,"GBIF",NA
2237910074,"84d26682-f762-11e1-a439-00145eb45e9a",9.750667,54.950635,1972,"2",12,"Denmark","DMS-1043448","Svanhildur Svane",NA,"Sandbjerg Gods",NA,NA,"GBIF",NA
2237902751,"84d26682-f762-11e1-a439-00145eb45e9a",12.54132,54.97663,1970,"3",26,"Denmark","DMS-1037847","Svanhildur Svane",NA,"Møns Klint",NA,NA,"GBIF",NA
NA,NA,19.012672,49.404432,1970,"9.7.1970",NA,NA,"M-0302863","J. Nowak","MUNICH_HTL","Poland, Western Beskids, Beskid Żywiecki Mts, Śrubita forest near Rajcza (distr. Żywiec)",NA,NA,"MUNICH_HTL",NA
NA,NA,22.215278,48.919583,1967,"27.4.1967",NA,NA,"M-0302865","I. Pišút","MUNICH_HTL","Slovakia, Vihorlat, Mt. Veža",NA,NA,"MUNICH_HTL",NA
2237866961,"84d26682-f762-11e1-a439-00145eb45e9a",11.55212,54.72352,1952,"4",13,"Denmark","DMS-1004713","Mogens Skytte Christiansen",NA,"Favrsted Skov",NA,NA,"GBIF",NA
2237867049,"84d26682-f762-11e1-a439-00145eb45e9a",11.55212,54.72352,1952,"4",13,"Denmark","DMS-1004714","Mogens Skytte Christiansen",NA,"Favrsted Skov",NA,NA,"GBIF",NA
2237868159,"84d26682-f762-11e1-a439-00145eb45e9a",11.55212,54.72352,1952,"4",13,"Denmark","DMS-1004712","Mogens Skytte Christiansen",NA,"Favrsted Skov",NA,NA,"GBIF",NA
2237904111,"84d26682-f762-11e1-a439-00145eb45e9a",12.54132,54.97663,1948,"6",3,"Denmark","DMS-1037846","Knud Andersen",NA,"Møns Klint",NA,NA,"GBIF",NA
986635,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",11.355278,54.756667,1946,"7",17,"Denmark","1091342","Ove Almborn","LD","Christianssæde","General","Lolland","GBIF",NA
986640,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",10.844167,54.997222,1946,"7",18,"Denmark","1091534","Ove Almborn","LD","Tranekær","General","Langeland","GBIF",NA
1212186244,"85739778-f762-11e1-a439-00145eb45e9a",13.6,50.965,1945,"4",2,"Germany","21352","H. Reimers","B","DEUTSCHLAND, Sachsen: Unteres Erzgebirge. Tharandt, NSG Weißeritztalhänge, Hartenbachfälle, mittlerer Teil.","Lichen Herbarium Berlin",NA,"GBIF",NA
1086239594,"fe35d6a0-0c6e-11dd-84d2-b8a03c50a862",14,55,1945,"10",15,"Sweden","L20647","Ove Almborn","S","Skåne; Fågeltofta; Kronovall;;","S-Fungi","Skåne","GBIF",NA
1086239540,"fe35d6a0-0c6e-11dd-84d2-b8a03c50a862",14,55,1945,NA,NA,"Sweden","L20646","Ove Almborn","S","Skåne; Fågeltofta; Kronovall;;","S-Fungi","Skåne","GBIF",NA
985745,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",11.798333,54.722778,1943,"5",27,"Denmark","1010703","M. Skytte-Christiansen","LD","Fuglsang","General","Lolland","GBIF",NA
986615,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",11.798333,54.722778,1943,"5",29,"Denmark","1088864","M. Skytte-Christiansen","LD","Fuglsang","General","Lolland","GBIF",NA
986639,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",11.9475,54.811111,1943,"5",31,"Denmark","1091470","M. Skytte-Christiansen","LD","No locality information available","General","Falster","GBIF",NA
2237903921,"84d26682-f762-11e1-a439-00145eb45e9a",12.54132,54.97663,1943,"6",3,"Denmark","DMS-1037845","Knud Andersen",NA,"Møns Klint",NA,NA,"GBIF",NA
2237908272,"84d26682-f762-11e1-a439-00145eb45e9a",12.550935,54.965642,1943,"6",5,"Denmark","DMS-1043579","Mogens Skytte Christiansen",NA,"Maglevands Fald",NA,NA,"GBIF",NA
2237903397,"84d26682-f762-11e1-a439-00145eb45e9a",12.54132,54.97663,1941,"6",22,"Denmark","DMS-1037848","C. F. E. Erichsen",NA,"Møns Klint",NA,NA,"GBIF",NA
152949264,"89579e3e-f762-11e1-a439-00145eb45e9a",14.078647,46.299642,1939,"4",15,"Slovenia","F774601","Dolšak F.","ULBF-AGR",NA,"FloVegSI-FLO",NA,"GBIF",NA
986637,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",12.518333,54.999167,1939,"8",6,"Denmark","1091406","Ove Almborn","LD","Liselund","General","Møn","GBIF",NA
986643,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",12.547778,54.970833,1939,"8",6,"Denmark","1091726","Ove Almborn","LD","Store Klint","General","Møn","GBIF",NA
914898892,"828a3d8c-f762-11e1-a439-00145eb45e9a",13.25,49.095,1936,"7",8,"Germany","535",NA,"FR","Bayrischer Wald, Zwieseler Waldhaus","Herbarium Senckenbergianum (FR) - Fungi",NA,"GBIF",NA
914898747,"828a3d8c-f762-11e1-a439-00145eb45e9a",13.7475,54.344167,1935,"9",6,"Germany","538",NA,"FR","Rügen, Göhren","Herbarium Senckenbergianum (FR) - Fungi",NA,"GBIF",NA
914898864,"828a3d8c-f762-11e1-a439-00145eb45e9a",13.752217,54.34305,1935,"9",6,"Germany","536",NA,"FR","Rügen, Göhren","Herbarium Senckenbergianum (FR) - Fungi",NA,"GBIF",NA
1086239889,"fe35d6a0-0c6e-11dd-84d2-b8a03c50a862",14,55,1934,"8",6,"Sweden","L20669","G.O. Malme","S","Skåne;; Stenshuvud;;","S-Fungi","Skåne","GBIF",NA
1086239186,"fe35d6a0-0c6e-11dd-84d2-b8a03c50a862",14,55,1934,"9",3,"Sweden","L20623","G.O. Malme","S","Skåne;; Stenshuvud;;","S-Fungi","Skåne","GBIF",NA
NA,NA,15.608333,50.725278,1934,"1934",NA,NA,"M-0302868","V. Kutak","MUNICH_HTL","Czech Republic, Bohemia, Riesengebirge, Spindelmühle",NA,NA,"MUNICH_HTL",NA
NA,NA,13.476928,54.374187,1929,"18-May",NA,"GERMANY","116730","V. J. Grummann","BERLIN_DB","DEUTSCHLAND, Mecklenburg-Vorpommern: Rügen, Pastitzer Forst.",NA,NA,"BERLIN_DB",""
1212213540,"85739778-f762-11e1-a439-00145eb45e9a",13.6333,54.3833,1928,"7",17,"Germany","116434","V. J. Grummann","B","DEUTSCHLAND, Mecklenburg-Vorpommern: Rügen, Granitz bei Binz.","Lichen Herbarium Berlin",NA,"GBIF",NA
NA,NA,13.644084,54.546981,1928,"23-Jul",NA,"GERMANY","117478","V. J. Grummann","BERLIN_DB","DEUTSCHLAND, Mecklenburg-Vorpommern: Rügen, Stubnitz.",NA,NA,"BERLIN_DB",""
NA,NA,13.464913,48.927749,1923,"6-Jul",NA,"GERMANY","119144","V. J. Grummann","BERLIN_DB","DEUTSCHLAND, Bayern: Böhmerwald, unterhalb Waldhäuser.",NA,NA,"BERLIN_DB",""
1212213392,"85739778-f762-11e1-a439-00145eb45e9a",17.3667,50.3,1922,"4",11,"Poland","115742","V. J. Grummann","B","Altvatergebirge [Hrubý Jeseník], Ziegenhals [Głuchołazy], Hohenzollernwarte südlich.","Lichen Herbarium Berlin",NA,"GBIF",NA
914898851,"828a3d8c-f762-11e1-a439-00145eb45e9a",17.375,50.302783,1922,"4",11,"Poland","537",NA,"FR","Altvatergebirge, Bad Ziegenhals (Glucholazy)","Herbarium Senckenbergianum (FR) - Fungi",NA,"GBIF",NA
1212215023,"85739778-f762-11e1-a439-00145eb45e9a",13.6333,54.3833,1922,"6",4,"Germany","118873","V. J. Grummann","B","DEUTSCHLAND, Mecklenburg-Vorpommern: Rügen, Granitz bei Binz, Uferpromenade nächst Sellin.","Lichen Herbarium Berlin",NA,"GBIF",NA
442147936,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.739444,47.551945,1920,"4",25,"Germany","B 60 0128130a / 152036 / 92468","Lettau, G.","B","Baden: 2) Merkhof bei Herten, im ""Leuengraben"", 320 m.","Blettaucoll",NA,"GBIF",NA
442147928,"8589cc8c-f762-11e1-a439-00145eb45e9a",10.319445,50.979168,1915,"8",26,"Germany","B 60 0128127b / 152020 / 92460","Lettau, G.","B","Thüringer Wald: 3) Annatal bei Eisenach","Blettaucoll",NA,"GBIF",NA
442147933,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.881667,47.595276,1914,"4",10,"Germany","B 60 0128129a / 152030 / 92465","Lettau, G.","B","Schwarzwald, Baden: 3) Wald am Rhein gegenüber Niederschwörstadt","Blettaucoll",NA,"GBIF",NA
442147905,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.789444,47.560276,1912,"2",18,"Germany","B 60 0128119 / 151968 / 92444","Lettau, G.","B","Baden: Hollwanger Wald (Säckingen resp. Rheinfelden)","Blettaucoll",NA,"GBIF",NA
442147922,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.818889,47.620277,1912,"7",7,"Germany","B 60 0128124d / 152002 / 92455","Lettau, G.","B","Baden: 4) Nordschwaben - Minseln","Blettaucoll",NA,"GBIF",NA
442147932,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.928333,47.71389,1912,"9",22,"Germany","B 60 0128129 / 152028 / 92464","Lettau, G.","B","Schwarzwald, Baden: 1) Rohrenkopf bei Gersbach, 1050 m.","Blettaucoll",NA,"GBIF",NA
442147920,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.695833,47.645557,1911,"9",17,"Germany","B 60 0128124c / 151999 / 92454","Lettau, G.","B","Baden: 3) Sormatt-Tälchen bei Hauingen","Blettaucoll",NA,"GBIF",NA
442147913,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.823056,47.65139,1911,"12",17,"Germany","B 60 0128124 / 151991 / 92452","Lettau, G.","B","Baden: 1) Entegast bei Schopfheim","Blettaucoll",NA,"GBIF",NA
