"key","datasetKey","decimalLongitude","decimalLatitude","stateProvince","year","month","day","country","catalogNumber","recordedBy","institutionCode","locality","collectionCode","DB","BBarcode"
918802978,"828a3d8c-f762-11e1-a439-00145eb45e9a",23.8,52.675,NA,2011,"4",22,"Poland","35836",NA,"FR","Jagie&#322;&#322;o&#324;ska Droga im Walde südwestlich von Bia&#322;owie&#380;a","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
1212233161,"85739778-f762-11e1-a439-00145eb45e9a",13.9083,52.6492,NA,2006,"4",30,"Germany","85538","H. Sipman & P. van den Boom","B","GERMANY, Brandenburg: Prötzeler forst N of Strausberg, along road Prötzel-Tiefensee, near Blumenthal. Alt. 110 m.","Lichen Herbarium Berlin","GBIF",NA
1212231454,"85739778-f762-11e1-a439-00145eb45e9a",6.7683,50.325,NA,2005,"5",7,"Germany","67700","H. Sipman","B","GERMANY, Rheinland-Pfalz, Kr. Daun: Waterfall at Dreimühlen near Nohn, S of Ahütte. Alt. c. 400 m.","Lichen Herbarium Berlin","GBIF",NA
1872036964,"aec6d756-3aa8-465e-83fd-4f6ee83e693e",6.675403,50.196411,"Rheinland-Pfalz",2005,"5",7,"Germany","C1017755F","A. Aptroot","F","Buscheich, Dietzenley area","Botany","GBIF",NA
1717207444,"cef8bb20-149a-11de-bab0-b8a03c50a862",15.2721,52.1221,"lubuskie",2005,"8",22,"Poland",NA,"Szczepańska, K.","MNHW","p: lubuskie; c: Krosno Odrzańskie; Wąwóz Gryżynki",NA,"GBIF",NA
1717209626,"cef8bb20-149a-11de-bab0-b8a03c50a862",16.962276,50.322979,"dolnośląskie",2004,"5",25,"Poland",NA,"Szczepańska, K.","MNHW","p: dolnośląskie; c: Kłodzko; Sucha Pass",NA,"GBIF",NA
1717209722,"cef8bb20-149a-11de-bab0-b8a03c50a862",16.966168,50.233395,"dolnośląskie",2004,"5",28,"Poland",NA,"Szczepańska, K.","MNHW","p: dolnośląskie; c: Kłodzko; Rude Krzyże Mt.",NA,"GBIF",NA
152951892,"89579e3e-f762-11e1-a439-00145eb45e9a",13.745359,46.299628,"Gorenjska",2003,"1",29,"Slovenia","F955259","Mrak T.","ULBF-AGR","Ukanc","FloVegSI-FLO","GBIF",NA
1657202101,"fb8ae15d-e30c-44b4-8f61-0bb0c1d90ff9",13.63333,46.41389,NA,2003,"7",31,"Slovenia","000315534","Mayrhofer,Helmut, Jensen,M. & Trembley,M.","GZU","[Primorska] Southern Alps, Julian Alps, Koritnica valley NE of the village Log pod Mangartom","Herbarium GZU","GBIF",NA
152950913,"89579e3e-f762-11e1-a439-00145eb45e9a",14.411987,45.699727,NA,2003,"8",13,"Slovenia","F1021299","Pruegger J.","ULBF-AGR","Velika Kalvarija","FloVegSI-FLO","GBIF",NA
152951881,"89579e3e-f762-11e1-a439-00145eb45e9a",13.912003,46.299635,"Gorenjska",2002,"3",18,"Slovenia","F954881","Mrak T.","ULBF-AGR","Ukanc","FloVegSI-FLO","GBIF",NA
152951880,"89579e3e-f762-11e1-a439-00145eb45e9a",13.745359,46.299628,"Gorenjska",2002,"5",16,"Slovenia","F954872","Mrak T.","ULBF-AGR","Ukanc","FloVegSI-FLO","GBIF",NA
152951882,"89579e3e-f762-11e1-a439-00145eb45e9a",13.745359,46.299628,"Gorenjska",2002,"5",16,"Slovenia","F954968","Mrak T.","ULBF-AGR","Ukanc","FloVegSI-FLO","GBIF",NA
152951893,"89579e3e-f762-11e1-a439-00145eb45e9a",13.911995,46.399623,"Gorenjska",2002,"5",17,"Slovenia","F955302","Mrak T.","ULBF-AGR","Stara Fužina","FloVegSI-FLO","GBIF",NA
152951879,"89579e3e-f762-11e1-a439-00145eb45e9a",13.912003,46.299635,"Gorenjska",2002,"7",10,"Slovenia","F954841","Mrak T.","ULBF-AGR","Ribčev Laz","FloVegSI-FLO","GBIF",NA
152951883,"89579e3e-f762-11e1-a439-00145eb45e9a",13.912003,46.299635,"Gorenjska",2002,"7",10,"Slovenia","F954971","Mrak T.","ULBF-AGR","Ribčev Laz","FloVegSI-FLO","GBIF",NA
152951884,"89579e3e-f762-11e1-a439-00145eb45e9a",13.745359,46.299628,"Gorenjska",2002,"9",7,"Slovenia","F955082","Mrak T.","ULBF-AGR","Stadorski Orliči","FloVegSI-FLO","GBIF",NA
152951888,"89579e3e-f762-11e1-a439-00145eb45e9a",13.745359,46.299628,"Gorenjska",2002,"9",30,"Slovenia","F955150","Mrak T.","ULBF-AGR","Orlova glava","FloVegSI-FLO","GBIF",NA
152951878,"89579e3e-f762-11e1-a439-00145eb45e9a",13.911995,46.399623,"Gorenjska",2002,"10",8,"Slovenia","F954828","Mrak T.","ULBF-AGR","Studorski preval","FloVegSI-FLO","GBIF",NA
152951890,"89579e3e-f762-11e1-a439-00145eb45e9a",13.911995,46.399623,"Gorenjska",2002,"10",8,"Slovenia","F955168","Mrak T.","ULBF-AGR","Studorski preval","FloVegSI-FLO","GBIF",NA
NA,NA,14.209639,53.930476,NA,2002,"22. Aug.",NA,"GERMANY","6477","U. Schiefelbein","BERLIN_DB","DEUTSCHLAND, Mecklenburg-Vorpommern: Dünengebiet zwischen Ahlbeck und Staatsgrenze, nördlich der Landesstraße, ca. 1 km WNW Grenzübergang Ahlbeck, alt. 0 m",NA,"BERLIN_DB",NA
20084165,"fb1ecd28-f09e-4747-8bde-0b3d7a6f78d1",13.2333,49.0833,"Bayern",1999,"10",11,"Germany","49344","Tønsberg, T.","BG","Niederbayern, Lkr. Regen, Nationalpark Bayerische Wald, 1.5 km WNW of Mt. Kleiner Falkenstein, NW of Zwieselerwaldhaus","L","GBIF",NA
20084168,"fb1ecd28-f09e-4747-8bde-0b3d7a6f78d1",13.3,49.0833,"Bayern",1999,"10",11,"Germany","49356","Tønsberg, T.","BG","Niederbayern, Lkr. Regen, Nationalpark Bayerische Wald, NE of Zwiesel, NE of Mt. Grosser Falkenstein, nature reserve Höllbachgespreng, NE of dam Höllbachschwelle, along footpath E of brook Höllbach","L","GBIF",NA
20084172,"fb1ecd28-f09e-4747-8bde-0b3d7a6f78d1",13.2666,49.0666,"Bayern",1999,"10",11,"Germany","49371","Tønsberg, T.","BG","Niederbayern, Lkr. Regen, Nationalpark Bayerische Wald, NE of Zwiesel, SW slope of Mt. Grosser Falkenstein, 500 m W of Hochschachtenriegel, just downhill from gravel road","L","GBIF",NA
20084176,"fb1ecd28-f09e-4747-8bde-0b3d7a6f78d1",13.2666,49.0666,"Bayern",1999,"10",11,"Germany","49377","Tønsberg, T.","BG","Niederbayern, Lkr. Regen, Nationalpark Bayerische Wald, NE of Zwiesel, SW slope of Mt. Grosser Falkenstein, 500 m W of Hochschachtenriegel, just downhill from gravel road","L","GBIF",NA
20084184,"fb1ecd28-f09e-4747-8bde-0b3d7a6f78d1",13.2,49.1166,"W-BOHEMIA",1999,"10",12,"Czechia","49419","Tønsberg, T.","BG","Sumava Mts., valley of brook Svarozná (Büchel-Bach), SW of Zelezná Ruda, 1.1 km W of Aljzbetin, along the main road, just N of bridge","L","GBIF",NA
20084194,"fb1ecd28-f09e-4747-8bde-0b3d7a6f78d1",13.2333,49.1166,"W-BOHEMIA",1999,"10",12,"Czechia","49431","Tønsberg, T.","BG","Sumava Mts., S of Zelezná Ruda, just E of forest road from Debrn¡k to Ferdinands valley, 0.5-1 km S of Debrn¡k, along the brook","L","GBIF",NA
20084200,"fb1ecd28-f09e-4747-8bde-0b3d7a6f78d1",13.2333,49.1166,"W-BOHEMIA",1999,"10",12,"Czechia","49433","Tønsberg, T.","BG","Sumava Mts., S of Zelezná Ruda, just E of forest road from Debrn¡k to Ferdinands valley, 0.5-1 km S of Debrn¡k, along the brook","L","GBIF",NA
20084203,"fb1ecd28-f09e-4747-8bde-0b3d7a6f78d1",13.2333,49.1166,"W-BOHEMIA",1999,"10",12,"Czechia","49434","Tønsberg, T.","BG","Sumava Mts., S of Zelezná Ruda, just E of forest road from Debrn¡k to Ferdinands valley, 0.5-1 km S of Debrn¡k, along the brook","L","GBIF",NA
20084207,"fb1ecd28-f09e-4747-8bde-0b3d7a6f78d1",13.2333,49.1166,"W-BOHEMIA",1999,"10",12,"Czechia","49435","Tønsberg, T.","BG","Sumava Mts., S of Zelezná Ruda, just E of forest road from Debrn¡k to Ferdinands valley, 0.5-1 km S of Debrn¡k, along the brook","L","GBIF",NA
2028337757,"ee4d0706-38af-4bc4-8539-e17c0ca8512e",13.63309,48.97693,"Plzen",1999,"10",13,"Czechia","30242","Tønsberg, Tor; Vezda, Antonin","DUKE","Zelezná Ruda. Motes Sumava (Gabreta), in valle confluvii dextri vallis rivi ""Debrnik"".",NA,"GBIF",NA
20084856,"fb1ecd28-f09e-4747-8bde-0b3d7a6f78d1",13.95,47.7333,"Upper austria",1998,"5",31,"Austria","66301","Tønsberg, T.","BG","Totes Gebirge, Lake Almsee SSE, along the brooks","L","GBIF",NA
20084859,"fb1ecd28-f09e-4747-8bde-0b3d7a6f78d1",12.9666,47.5333,"Bavaria",1998,"6",3,"Germany","66306","Tønsberg, T.","BG","Berchtesgaden, Schönau am Königssee, Lake Königssee W, S of St. Bartholomä, N bank of River Eisbach","L","GBIF",NA
152950920,"89579e3e-f762-11e1-a439-00145eb45e9a",14.411987,45.699727,"Notranjska",1998,"11",4,"Slovenia","F1021306","Pruegger J., Suppan U., Mayrhofer H., Grube M., Arup U.","ULBF-AGR","Snežnik","FloVegSI-FLO","GBIF",NA
152950971,"89579e3e-f762-11e1-a439-00145eb45e9a",14.411987,45.699727,"Notranjska",1998,"11",4,"Slovenia","F1034719","Pruegger J., Suppan U., Mayrhofer H., Grube M., Arup U.","ULBF-AGR","Snežnik","FloVegSI-FLO","GBIF",NA
152950915,"89579e3e-f762-11e1-a439-00145eb45e9a",14.411987,45.699727,"Notranjska",1997,"8",14,"Slovenia","F1021301","Pruegger J.","ULBF-AGR","Snežnik","FloVegSI-FLO","GBIF",NA
20083575,"fb1ecd28-f09e-4747-8bde-0b3d7a6f78d1",12.15,47.3333,"Tyrol",1996,"8",31,"Austria","33749","Tønsberg, T.","BG","Kitzbüheler Alpen, Kelchsau, Kurzer Grund, near river Kurzer-Grund-Ache, along the tributary river Trattenbach","L","GBIF",NA
20083595,"fb1ecd28-f09e-4747-8bde-0b3d7a6f78d1",12.15,47.3333,"Tyrol",1996,"8",31,"Austria","33758","Tønsberg, T.","BG","Kitzbüheler Alpen, Kelchsau, Kurzer Grund, near river Kurzer-Grund-Ache","L","GBIF",NA
20083597,"fb1ecd28-f09e-4747-8bde-0b3d7a6f78d1",12.15,47.3333,"Tyrol",1996,"8",31,"Austria","33759","Tønsberg, T.","BG","Kitzbüheler Alpen, Kelchsau, Kurzer Grund, near river Kurzer-Grund-Ache","L","GBIF",NA
152951488,"89579e3e-f762-11e1-a439-00145eb45e9a",13.745342,46.499604,NA,1996,"10",11,"Slovenia","F777882","Surina B.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA
152951489,"89579e3e-f762-11e1-a439-00145eb45e9a",13.745342,46.499604,NA,1996,"10",11,"Slovenia","F778045","Surina B.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA
152951497,"89579e3e-f762-11e1-a439-00145eb45e9a",13.911986,46.499611,NA,1996,"10",13,"Slovenia","F778447","Surina B.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA
152951502,"89579e3e-f762-11e1-a439-00145eb45e9a",13.911986,46.499611,NA,1996,"10",10,"Slovenia","F778760","Surina B.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA
152951503,"89579e3e-f762-11e1-a439-00145eb45e9a",13.911986,46.499611,NA,1996,"10",10,"Slovenia","F778761","Surina B.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA
152951509,"89579e3e-f762-11e1-a439-00145eb45e9a",14.911842,46.59964,NA,1994,"7",5,"Slovenia","F779052","Mayrhofer H., Suppan U.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA
152951511,"89579e3e-f762-11e1-a439-00145eb45e9a",14.911842,46.59964,NA,1994,"8",11,"Slovenia","F779136","Mayrhofer H., Suppan U.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA
152951506,"89579e3e-f762-11e1-a439-00145eb45e9a",15.078495,46.499659,NA,1994,"10",27,"Slovenia","F778955","Mayrhofer H., Suppan U., Pruegger J.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA
