"key","datasetKey","decimalLongitude","decimalLatitude","stateProvince","year","month","day","country","locality","collectionCode","catalogNumber","recordedBy","institutionCode","DB","b1test","name","BBarcode"
2449357336,"85739778-f762-11e1-a439-00145eb45e9a",12.2333,54.2,NA,1936,"7",5,"Germany","DEUTSCHLAND, Mecklenburg-Vorpommern: Rostocker Heide, bei Müritz.","Lichen Herbarium Berlin","118985","V. J. Grummann","B","GBIF",84,"Flavoparmelia caperata",NA
911958078,"828a3d8c-f762-11e1-a439-00145eb45e9a",11.106117,48.893333,NA,1936,"7",6,"Germany","Fränkischer Jura, Altmühltal, Obereichstätt, 2 km westlich","Herbarium Senckenbergianum (FR) - Fungi","3931",NA,"FR","GBIF",79,"Flavoparmelia caperata",NA
911958073,"828a3d8c-f762-11e1-a439-00145eb45e9a",13.86445,50.932217,NA,1935,"4",6,"Germany","Elbhügelland, Weesenstein, am Rabenhorst","Herbarium Senckenbergianum (FR) - Fungi","3950",NA,"FR","GBIF",81,"Flavoparmelia caperata",NA
911958083,"828a3d8c-f762-11e1-a439-00145eb45e9a",13.75,51.25195,NA,1933,"3",31,"Germany","Lausitzer Niederung, Zschorna, am N-Ufer des Brettmühlenteiches","Herbarium Senckenbergianum (FR) - Fungi","3937",NA,"FR","GBIF",89,"Flavoparmelia caperata",NA
911958084,"828a3d8c-f762-11e1-a439-00145eb45e9a",11.218333,50.597217,NA,1931,"5",25,"Germany","Schwarzburg, im Sorbitzgrund oberhalb Rohrbach","Herbarium Senckenbergianum (FR) - Fungi","3949",NA,"FR","GBIF",70,"Flavoparmelia caperata",NA
911958052,"828a3d8c-f762-11e1-a439-00145eb45e9a",10.087217,50.834717,NA,1931,"6",8,"Germany","Dorndorf","Herbarium Senckenbergianum (FR) - Fungi","3942",NA,"FR","GBIF",80,"Flavoparmelia caperata",NA
788568369,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",7.45423,49.91491,"Rheinland-Pfalz",1930,"4",3,"Germany","No locality information available","General","1326045","A. Schumacher","LD","GBIF",82,"Flavoparmelia caperata",NA
911958070,"828a3d8c-f762-11e1-a439-00145eb45e9a",12.601383,47.206117,NA,1930,"6",30,"Austria","Tauern, Stubachtal, Schneiderau","Herbarium Senckenbergianum (FR) - Fungi","3929",NA,"FR","GBIF",31,"Flavoparmelia caperata",NA
911958032,"828a3d8c-f762-11e1-a439-00145eb45e9a",15.613883,50.81945,NA,1930,"8",4,"Poland","Riesengebirge, Agnetendorf","Herbarium Senckenbergianum (FR) - Fungi","3940",NA,"FR","GBIF",52,"Flavoparmelia caperata",NA
152925675,"89579e3e-f762-11e1-a439-00145eb45e9a",13.911986,46.499611,NA,1930,"9",15,"Slovenia",NA,"FloVegSI-FLO","F774526","Dolšak F.","ULBF-AGR","GBIF",55,"Flavoparmelia caperata",NA
152925708,"89579e3e-f762-11e1-a439-00145eb45e9a",14.578597,46.099686,NA,1929,"11",15,"Slovenia",NA,"FloVegSI-FLO","F776536","Dolšak F.","ULBF-AGR","GBIF",101,"Flavoparmelia caperata",NA
NA,NA,13.574067,54.436733,NA,1928,"22-Jul",NA,"GERMANY","DEUTSCHLAND, Mecklenburg-Vorpommern: Rügen, Prora bei Binz.",NA,"117292","V. J. Grummann","BERLIN_DB","BERLIN_DB",83,"Flavoparmelia caperata",""
152925674,"89579e3e-f762-11e1-a439-00145eb45e9a",15.24513,46.599655,NA,1927,"9",15,"Slovenia",NA,"FloVegSI-FLO","F774524","Dolšak F.","ULBF-AGR","GBIF",85,"Flavoparmelia caperata",NA
NA,NA,14.367407,51.249675,NA,1927,"Nov.",NA,"GERMANY","DEUTSCHLAND, Sachsen: Oberlausitz, Quoos bei Radibor.",NA,"119881","","BERLIN_DB","BERLIN_DB",85,"Flavoparmelia caperata",""
2449356286,"85739778-f762-11e1-a439-00145eb45e9a",17.3667,50.3,NA,1923,"1",2,"Poland","Altvatergebirge [Hrubý Jeseník], Ziegenhals [Głuchołazy], Holzberg.","Lichen Herbarium Berlin","116951","V. J. Grummann","B","GBIF",74,"Flavoparmelia caperata",NA
442142904,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.661667,47.612778,NA,1923,"1",7,"Germany","Baden: Lörrach, bei der Stadt 350 m.","Blettaucoll","B 60 0035587 / 146186 / 90238","Lettau, G.","B","GBIF",97,"Flavoparmelia caperata",NA
152925709,"89579e3e-f762-11e1-a439-00145eb45e9a",14.078664,46.099665,NA,1922,"12",15,"Slovenia",NA,"FloVegSI-FLO","F776541","Dolšak F.","ULBF-AGR","GBIF",79,"Flavoparmelia caperata",NA
NA,NA,8.683733,49.404123,NA,1922,"8.1922",NA,"Deutschland","Heidelberg",NA,NA,"Voigtländer","BERLIN_HTL","BERLIN_HTL",101,"Flavoparmelia caperata",NA
2449363407,"85739778-f762-11e1-a439-00145eb45e9a",17.45,50.2833,NA,1921,"7",29,"Poland","Altvatergebirge [Hrubý Jeseník], Wildgrund [Pokrzywna] bei Arnoldsdorf [Jarnoltowek].","Lichen Herbarium Berlin","118312","V. J. Grummann","B","GBIF",64,"Flavoparmelia caperata",NA
442142885,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.953889,47.964722,NA,1921,"7",31,"Germany","Schwarzwald: 2) Oberhalb Weilersbach bei Kirchzarten,  600-700 m.","Blettaucoll","B 60 0029621a / 149867 / 91589","Lettau, G.","B","GBIF",97,"Flavoparmelia caperata",NA
442142886,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.953333,47.935001,NA,1921,"8",7,"Germany","Schwarzwald: 3) Unterhalb ""Steinwasen"" (Oberried), 700 m.","Blettaucoll","B 60 0029621b / 149869 / 91590","Lettau, G.","B","GBIF",83,"Flavoparmelia caperata",NA
2449367424,"85739778-f762-11e1-a439-00145eb45e9a",17.4,50.2833,NA,1921,"10",8,"Poland","Altvatergebirge [Hrubý Jeseník], Dürrkunzendorf [Konradów], Hofestr.","Lichen Herbarium Berlin","119432","V. J. Grummann","B","GBIF",71,"Flavoparmelia caperata",NA
788543685,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",12.21839,45.79562,"Veneto",1918,"7",NA,"Italy","No locality information available","General","1300807","J. Hruby","LD","GBIF",127,"Flavoparmelia caperata",NA
788556882,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",8.80845,46.29796,"Ticino",1917,NA,NA,"Switzerland","No locality information available","General","1314064","C. Mereschkowsky","LD","GBIF",53,"Flavoparmelia caperata",NA
442142972,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.760278,47.994167,NA,1916,"4",3,"Germany","Baden: Mooswald bei Freiburg","Blettaucoll","B 60 0101033 / 153233 / 92913","Lettau, G.","B","GBIF",104,"Flavoparmelia caperata",NA
442145605,"8589cc8c-f762-11e1-a439-00145eb45e9a",10.5675,50.858334,NA,1915,"8",26,"Germany","Thüringer Wald: Beim Beerbergstein (am Inselsberg)","Blettaucoll","B 60 0029640 / 145828 / 90097","Lettau, G.","B","GBIF",69,"Flavoparmelia caperata",NA
442142892,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.659167,47.786945,NA,1914,"6",1,"Germany","Baden:  1) Lipburg bei Müllheim","Blettaucoll","B 60 0030133 / 145863 / 90106","Lettau, G.","B","GBIF",92,"Flavoparmelia caperata",NA
442142975,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.695833,47.645557,NA,1913,"5",11,"Germany","Baden: Hauingen - Rechberg","Blettaucoll","B 60 0101036 / 153244 / 92916","Lettau, G.","B","GBIF",94,"Flavoparmelia caperata",NA
442142877,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.663055,47.715279,NA,1913,"9",28,"Germany","Baden: Kandern - Sitzenkirch","Blettaucoll","B 60 0025514 / 145696 / 90047","Lettau, G.","B","GBIF",92,"Flavoparmelia caperata",NA
442142970,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.669167,47.736946,NA,1913,"9",28,"Germany","Baden: Westlich oberhalb Sitzenkirch (bei Kandern)","Blettaucoll","B 60 0101011 / 153221 / 92909","Lettau, G.","B","GBIF",86,"Flavoparmelia caperata",NA
442142889,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.646389,47.757221,NA,1913,"11",23,"Germany","Baden: Oberhalb Obereggenen (bei Kandern)","Blettaucoll","B 60 0030099 / 151646 / 92301","Lettau, G.","B","GBIF",92,"Flavoparmelia caperata",NA
442142901,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.95,47.549999,NA,1912,"7",5,"Germany","Baden: Rötekopf, beim Säckinger Bergsee","Blettaucoll","B 60 0035244 / 146312 / 90293","Lettau, G.","B","GBIF",96,"Flavoparmelia caperata",NA
442142897,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.881667,47.773335,NA,1910,"7",8,"Germany","[Schwarzwald] Baden: Wembach (Wiesental)","Blettaucoll","B 60 0033907 / 146125 / 90215","Lettau, G.","B","GBIF",80,"Flavoparmelia caperata",NA
911958018,"828a3d8c-f762-11e1-a439-00145eb45e9a",15.915283,51.12305,NA,1910,"10",7,"Poland","Goldberg","Herbarium Senckenbergianum (FR) - Fungi","12273",NA,"FR","GBIF",76,"Flavoparmelia caperata",NA
442145604,"8589cc8c-f762-11e1-a439-00145eb45e9a",11.265,50.685833,NA,1909,"5",2,"Germany","Thüringer Wald: 3) Werrasitz bei Blankenburg","Blettaucoll","B 60 0029632b / 149872 / 91592","Lettau, G.","B","GBIF",79,"Flavoparmelia caperata",NA
442145602,"8589cc8c-f762-11e1-a439-00145eb45e9a",10.4075,50.786667,NA,1908,"7",29,"Germany","Thüringer Wald: 1) Trusental, 400 m.","Blettaucoll","B 60 0029632 / 145824 / 90095","Lettau, G.","B","GBIF",76,"Flavoparmelia caperata",NA
442145603,"8589cc8c-f762-11e1-a439-00145eb45e9a",10.590834,50.836388,NA,1908,"7",4,"Germany","Thüringer Wald:  2) ""Bauernweg"" bei Finsterbergen, 520 m","Blettaucoll","B 60 0029632a / 149871 / 91591","Lettau, G.","B","GBIF",73,"Flavoparmelia caperata",NA
442142882,"8589cc8c-f762-11e1-a439-00145eb45e9a",10.9825,50.798054,NA,1908,"9",15,"Germany","Thüringen: 2) Dannheim  (380 m).","Blettaucoll","B 60 0029620a / 149863 / 91587","Lettau, G.","B","GBIF",77,"Flavoparmelia caperata",NA
442142881,"8589cc8c-f762-11e1-a439-00145eb45e9a",10.934444,50.803333,NA,1908,"11",5,"Germany","Thüringen: 1) Siegelbach","Blettaucoll","B 60 0029620 / 145820 / 90093","Lettau, G.","B","GBIF",76,"Flavoparmelia caperata",NA
442142883,"8589cc8c-f762-11e1-a439-00145eb45e9a",11.4825,50.996944,NA,1907,"5",19,"Germany","Thüringen: 3) Hainwald bei Oberndorf, 370 m","Blettaucoll","B 60 0029620b / 149865 / 91588","Lettau, G.","B","GBIF",81,"Flavoparmelia caperata",NA
442142887,"8589cc8c-f762-11e1-a439-00145eb45e9a",10.944445,50.838333,NA,1906,"11",4,"Germany","Thüringen: ""Hain"" bei Arnstadt, 375 m.","Blettaucoll","B 60 0029698 / 145830 / 90098","Lettau, G.","B","GBIF",80,"Flavoparmelia caperata",NA
911958094,"828a3d8c-f762-11e1-a439-00145eb45e9a",11.35,50.683333,NA,1905,NA,NA,"Germany","Gegend um Saalfeld - Rudolstadt","Herbarium Senckenbergianum (FR) - Fungi","3943",NA,"FR","GBIF",80,"Flavoparmelia caperata",NA
788546252,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",15.00108,47.26474,"Steiermark",1904,"8",29,"Austria","No locality information available","General","1303384",NA,"LD","GBIF",44,"Flavoparmelia caperata",NA
442142971,"8589cc8c-f762-11e1-a439-00145eb45e9a",8.691389,49.40361,NA,1903,"1",31,"Germany","Baden: Siebenmühltal bei Heidelberg, 200 m.","Blettaucoll","B 60 0101013 / 153225 / 92910","Lettau, G.","B","GBIF",101,"Flavoparmelia caperata",NA
442142888,"8589cc8c-f762-11e1-a439-00145eb45e9a",8.690278,49.350555,NA,1903,"6",28,"Germany","Baden: Oberhalb Leimen bei Heidelberg, 300 m.","Blettaucoll","B 60 0030091 / 151636 / 92298","Lettau, G.","B","GBIF",102,"Flavoparmelia caperata",NA
911958034,"828a3d8c-f762-11e1-a439-00145eb45e9a",15.196667,51.266667,NA,1902,"1",25,"Poland","Görlitzer Heide, Rothwasser, im Tschirnegebiet kurz nach dem Eintritt der Tschirne in das Heidegebiet","Herbarium Senckenbergianum (FR) - Fungi","12877",NA,"FR","GBIF",81,"Flavoparmelia caperata",NA
911958048,"828a3d8c-f762-11e1-a439-00145eb45e9a",15.7325,51.803883,NA,1902,NA,NA,"Poland","Neusalz an der Oder, im Oderwald","Herbarium Senckenbergianum (FR) - Fungi","12271",NA,"FR","GBIF",90,"Flavoparmelia caperata",NA
788545953,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",8.493056,47.595556,"Zürich",1901,"6",NA,"Switzerland","Hüntwangen","General","1303084","Y. Frymann","LD","GBIF",89,"Flavoparmelia caperata",NA
911958011,"828a3d8c-f762-11e1-a439-00145eb45e9a",15.888883,51.1125,NA,1901,"7",19,"Poland","Niederschlesien, Bad Hermsdorf b. Goldberg","Herbarium Senckenbergianum (FR) - Fungi","12275",NA,"FR","GBIF",76,"Flavoparmelia caperata",NA
1099934147,"858c1c6c-f762-11e1-a439-00145eb45e9a",11.340555,47.997223,NA,1900,"4",28,"Germany","Apfelbäume an der Straße beim Buchhof, Starnberg. München.","BSMlichfungicoll","M-0044102 / 909 / 571","Arnold, F.C.G.","SNSB-M","GBIF",80,"Flavoparmelia caperata",NA
911958041,"828a3d8c-f762-11e1-a439-00145eb45e9a",15.16805,51.223333,NA,1899,"10",18,"Poland","Görlitzer Heide, Rothwasser, Ob. Langenau, am Schulhaus","Herbarium Senckenbergianum (FR) - Fungi","12879",NA,"FR","GBIF",80,"Flavoparmelia caperata",NA
911958024,"828a3d8c-f762-11e1-a439-00145eb45e9a",15.1875,51.272783,NA,1899,NA,NA,"Poland","Görlitzer Heide, Revier Rothwasser, an der Kreuzung der Kammerwaldlinie x Graupe","Herbarium Senckenbergianum (FR) - Fungi","12880",NA,"FR","GBIF",81,"Flavoparmelia caperata",NA
788556701,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",7.986111,47.926111,"Baden-Württemberg",1897,NA,NA,"Germany","Zastler","General","1313884","A. Lösch","LD","GBIF",82,"Flavoparmelia caperata",NA
1099934170,"858c1c6c-f762-11e1-a439-00145eb45e9a",11.573889,48.138889,NA,1896,"6",NA,"Germany","auf I. carpata an Eichenzweigen im Forstenrieder Park","BSMlichfungicoll","M-0044762 / 18886 / 12022","Arnold, F.C.G.","SNSB-M","GBIF",80,"Flavoparmelia caperata",NA
788568256,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",7.945556,47.830556,"Baden-Württemberg",1890,"8",NA,"Germany","Todtnau","General","1325925","A. Lösch","LD","GBIF",72,"Flavoparmelia caperata",NA
788546313,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",8.216667,53.136667,"Niedersachsen",1890,NA,NA,"Germany","Oldenburg","General","1303444","Sandstede","LD","GBIF",87,"Flavoparmelia caperata",NA
788556942,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",20.588889,49.026111,"Presovsky kraj",1888,"5",NA,"Slovakia","Leutschau [Levoca]","General","1314124","V. Greschik","LD","GBIF",66,"Flavoparmelia caperata",NA
788543428,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",11.580278,48.139167,"Bayern",1888,NA,NA,"Germany","München","General","1300549","F. Arnold","LD","GBIF",80,"Flavoparmelia caperata",NA
788574821,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",12.137778,50.497222,"Sachsen",1887,"4",NA,"Germany","Plauen","General","1332885","E. Bachmann","LD","GBIF",75,"Flavoparmelia caperata",NA
788558138,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",11.598056,50.953889,"Thüringen",1879,"4",3,"Germany","Jena: Rautal","General","1315369","B. Jönsson","LD","GBIF",85,"Flavoparmelia caperata",NA
788543920,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",17.871389,50.576389,"Opolskie",1869,"11",NA,"Poland","Prószków","General","1301047","B. Stein","LD","GBIF",83,"Flavoparmelia caperata",NA
1099934158,"858c1c6c-f762-11e1-a439-00145eb45e9a",8.469722,48.99889,NA,1859,NA,NA,"Germany","Durlacher Wald","BSMlichfungicoll","M-0044093 / 5456 / 3464",NA,"SNSB-M","GBIF",100,"Flavoparmelia caperata",NA
1230772486,"7f5260c2-f762-11e1-a439-00145eb45e9a",15.1,47.38333,NA,1874,"7",NA,"Austria","Stm.: Am Fusse des Prettachberges bei Leoben.","Herbarium W","1899-0003903","Breidler,J.","W","GBIF",63,"Graphis elegans",NA
788545837,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",10.776389,47.538611,"Bayern",1968,"8",28,"Germany","Bleckenau","General","1302967","A. Schröppel","LD","GBIF",41,"Hypotrachyna afrorevoluta",NA
NA,NA,10.564371,47.569483,NA,1956,"17.5.1956",NA,NA,"Germany, Bavaria, Allgäu, Pfronten, Steinach",NA,"M-0163748","A. Schröppel","MUNICH_HTL","MUNICH_HTL",56,"Hypotrachyna afrorevoluta",NA
NA,NA,10.574982,47.547683,NA,1954,"15.8.1954",NA,NA,"Germany, Bavaria, Allgäu, Pfronten, Reichenbach",NA,"M-0163737","A. Schröppel","MUNICH_HTL","MUNICH_HTL",56,"Hypotrachyna afrorevoluta",NA
NA,NA,10.481094,47.565849,NA,1953,"4.3.1953",NA,NA,"Germany, Bavaria, Allgäu, Pfronten, Vilstal",NA,"M-0163753","A. Schröppel","MUNICH_HTL","MUNICH_HTL",52,"Hypotrachyna afrorevoluta",NA
788574362,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",9.80583,54.18883,"Schleswig-Holstein",1950,"4",30,"Germany","No locality information available","General","1332393","W. Saxen","LD","GBIF",82,"Hypotrachyna afrorevoluta",NA
788550799,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",9.2975,54.407222,"Schleswig-Holstein",1950,"5",28,"Germany","Wohlde","General","1307947","W. Saxen","LD","GBIF",83,"Hypotrachyna afrorevoluta",NA
788580022,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",9.340556,48.791667,"Baden-Württemberg",1948,"3",13,"Germany","Stetten im Remstal","General","1338333","E. Putzler","LD","GBIF",94,"Hypotrachyna afrorevoluta",NA
788571506,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",10.305278,53.939167,"Schleswig-Holstein",1948,NA,NA,"Germany","Bad Segeberg","General","1329393","Johannes Ullrich","LD","GBIF",81,"Hypotrachyna afrorevoluta",NA
788550679,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",11.42322,48.9469,"Bayern",1896,"8",NA,"Germany","No locality information available","General","1307827","F. Arnold","LD","GBIF",77,"Hypotrachyna afrorevoluta",NA
788574252,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",11.346667,47.936389,"Bayern",1893,"6",18,"Germany","Allmannshausen","General","1332273","Arnold","LD","GBIF",79,"Hypotrachyna afrorevoluta",NA
NA,NA,8.020932,53.18471,NA,1892,"Jan.",NA,"GERMANY","DEUTSCHLAND, Niedersachsen: [Ohrwege bei Zwischenahn in Oldenburg]",NA,"148576","Sandstede","BERLIN_DB","BERLIN_DB",87,"Hypotrachyna afrorevoluta","B 60 0024654"
NA,NA,12.01127,47.866213,NA,1882,"21-May",NA,"GERMANY","DEUTSCHLAND, Bayern: [Hochpangerfilz bei Aibling in Oberbayern]",NA,"191533","Arnold","BERLIN_DB","BERLIN_DB",85,"Hypotrachyna afrorevoluta","B 60 0024636"
NA,NA,11.505027,47.752339,NA,1880,"Oct.",NA,"GERMANY","DEUTSCHLAND, Bayern: [An Buchen in der Waldschlucht des Zwiesel ober dem Stallauer Weier bei Tölz, Oberbayern]",NA,"191534","Arnold","BERLIN_DB","BERLIN_DB",78,"Hypotrachyna afrorevoluta","B 60 0024635"
788520262,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",11.42322,48.9469,"Bayern",1962,"9",NA,"Germany","No locality information available","General","1276575B","Th. Schauer","LD","GBIF",77,"Hypotrachyna laevigata",NA
788517846,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",11.186944,48.888333,"Bayern",1868,"7",12,"Germany","Eichstätt","General","1274069","Arnold","LD","GBIF",80,"Hypotrachyna laevigata",NA
788550859,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",11.49935,47.19516,"Tirol",1966,"8",27,"Austria","No locality information available","General","1308007","M. Steiner","LD","GBIF",20,"Hypotrachyna revoluta",NA
1144697632,"f577c9f3-ae71-4278-b6bf-512ba1dfaa21",19.49167,48.7075,NA,1962,"7",20,"Slovakia","Slovaquie - Slovakia boreoorient., Nizke Poloniny, in convalle rivi Hlboky potok prope pag. Nova Sedlica.","Geneva Herbarium – General Collection (G)","G-G-244565/1","Pisút, I. & L. Opold (Coll. Rondon)","G","GBIF",44,"Hypotrachyna revoluta",NA
788550979,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",21.22132,49.12644,"Presovsky kraj",1962,"7",20,"Slovakia","No locality information available","General","1308127","I. Pisút","LD","GBIF",63,"Hypotrachyna revoluta",NA
2449365630,"85739778-f762-11e1-a439-00145eb45e9a",8.1833,48.65,NA,1961,"4",6,"Germany","GERMANY, Baden-Württemberg: Nordschwarzwald, Schönbrunn bei Neusatzeck.","Lichen Herbarium Berlin","178777","H. Reznik","B","GBIF",78,"Hypotrachyna revoluta",NA
911978937,"828a3d8c-f762-11e1-a439-00145eb45e9a",12.185833,47.231117,NA,1959,"8",5,"Austria","Hohe Tauern, Krimml, am Wege zum Falkenstein","Herbarium Senckenbergianum (FR) - Fungi","3953",NA,"FR","GBIF",51,"Hypotrachyna revoluta",NA
1632918685,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",11.42322,48.9469,"Bayern",1959,NA,NA,"Germany","No locality information available","General","1905747","E. Putzler","LD","GBIF",77,"Hypotrachyna revoluta",NA
788545478,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",22.22597,49.96282,"Podkarpackie",1958,"9",20,"Poland","No locality information available","General","1302607","K. Glanc","LD","GBIF",67,"Hypotrachyna revoluta",NA
911978910,"828a3d8c-f762-11e1-a439-00145eb45e9a",22.666667,49.1375,NA,1958,"9",20,"Poland","Bieszczady Zachodnie, prope rivulum Wolosaty in vico Berezki","Herbarium Senckenbergianum (FR) - Fungi","3952",NA,"FR","GBIF",54,"Hypotrachyna revoluta",NA
911978915,"828a3d8c-f762-11e1-a439-00145eb45e9a",10.575,47.60305,NA,1954,"5",1,"Germany","Allgäu, Pfronten, w Zell, 1/2 m über den Boden","Herbarium Senckenbergianum (FR) - Fungi","3956",NA,"FR","GBIF",64,"Hypotrachyna revoluta",NA
911979138,"828a3d8c-f762-11e1-a439-00145eb45e9a",10.579167,47.60195,NA,1954,"5",1,"Germany","Allgäu, Pfronten, w Zell, 1/2 m über den Boden","Herbarium Senckenbergianum (FR) - Fungi","19790",NA,"FR","GBIF",64,"Hypotrachyna revoluta",NA
NA,NA,10.5,47.466667,NA,1953,"1.5.1953",NA,NA,"Austria, Tyrol, Ausserfern, Vilstal near Rehbach",NA,"M-0302880","A. Schröppel","MUNICH_HTL","MUNICH_HTL",40,"Hypotrachyna revoluta",NA
911978902,"828a3d8c-f762-11e1-a439-00145eb45e9a",10.73555,47.633883,NA,1952,NA,NA,"Germany","Allgäu, Dietringen","Herbarium Senckenbergianum (FR) - Fungi","3957",NA,"FR","GBIF",71,"Hypotrachyna revoluta",NA
788552712,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",7.528333,46.977778,"Bern",1949,"5",22,"Switzerland","Bantiger","General","1309867","Ove Almborn","LD","GBIF",78,"Hypotrachyna revoluta",NA
788552772,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",8.491944,47.349444,"Zürich",1949,"5",19,"Switzerland","Uetliberg","General","1309927","Ove Almborn","LD","GBIF",84,"Hypotrachyna revoluta",NA
2237881894,"84d26682-f762-11e1-a439-00145eb45e9a",9.451133,54.84274,NA,1946,"7",10,"Denmark","Kollund",NA,"DMS-1019753","Ove Almborn",NA,"GBIF",79,"Hypotrachyna revoluta",NA
825521,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",9.4525,54.840556,"Jylland",1946,"7",20,"Denmark","Kollund","General","1087857","Ove Almborn","LD","GBIF",79,"Hypotrachyna revoluta",NA
2237866387,"84d26682-f762-11e1-a439-00145eb45e9a",11.95582,54.83478,NA,1943,"5",30,"Denmark","Virket Lyng",NA,"DMS-1004749","Mogens Skytte Christiansen",NA,"GBIF",82,"Hypotrachyna revoluta",NA
NA,NA,9.433333,54.583333,NA,1943,NA,NA,"GERMANY","DEUTSCHLAND, Schleswig-Holstein: Steinholz bei Bollingstedt, an Esche.",NA,"97452","Saxen","BERLIN_DB","BERLIN_DB",83,"Hypotrachyna revoluta","B 60 0141452"
234005618,"905daf20-04fd-11df-8c28-b8a03c50a862",16.38088,51.07989,NA,1929,"4",20,"Poland",NA,"General","40940","Wihan Grauleman[?]","UME","GBIF",81,"Hypotrachyna revoluta",NA
788551039,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",15.86514,50.38506,"Královéhradecky kraj",1926,NA,NA,"Czechia","No locality information available","General","1308187","J. Suza","LD","GBIF",74,"Hypotrachyna revoluta",NA
NA,NA,16.308917,50.082092,NA,1926,"1926",NA,NA,"Czech Republic, Bohemia, near Potštejn",NA,"M-0302883","J. Suza","MUNICH_HTL","MUNICH_HTL",72,"Hypotrachyna revoluta",NA
442143202,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.838056,47.823334,NA,1922,"8",20,"Germany","Schwarzwald: Niederböllen (Belchen), 650 m.","Blettaucoll","B 60 0024616 / 145640 / 90029","Lettau, G.","B","GBIF",61,"Hypotrachyna revoluta",NA
NA,NA,9.689979,48.799788,NA,1922,"6.1922",NA,"Deutschland","Lorch am Rhein",NA,NA,"G. Lettau","BERLIN_HTL","BERLIN_HTL",88,"Hypotrachyna revoluta",NA
NA,NA,10.254592,47.48486,NA,1918,"13.7.1918",NA,"Deutschland","Allgäu, Tiefenberger Moos bei Sonthofen",NA,NA,"G. Lettau","BERLIN_HTL","BERLIN_HTL",68,"Hypotrachyna revoluta",NA
442143211,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.828333,47.77639,NA,1915,"10",31,"Germany","Schwarzwald: Bürchau - Elbenschwand (kleines Wiesental)","Blettaucoll","B 60 0030125 / 145847 / 90103","Lettau, G.","B","GBIF",72,"Hypotrachyna revoluta",NA
442143258,"8589cc8c-f762-11e1-a439-00145eb45e9a",8.008611,47.623333,NA,1914,"6",14,"Germany","Schwarzwald: Hottingen - Hänner (bei Säckingen)","Blettaucoll","B 60 0111892 / 148498 / 91091","Lettau, G.","B","GBIF",80,"Hypotrachyna revoluta",NA
442143207,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.646389,47.757221,NA,1913,"11",23,"Germany","Baden: 4{a}) Obereggenen bei Kandern","Blettaucoll","B 60 0024618d / 149779 / 91549","Lettau, G.","B","GBIF",92,"Hypotrachyna revoluta",NA
442143208,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.956111,47.649445,NA,1911,"7",16,"Germany","[Schwarzwald] Baden: Wald Atdorf - Rüttekopf","Blettaucoll","B 60 0024695 / 145644 / 90031","Lettau, G.","B","GBIF",75,"Hypotrachyna revoluta",NA
442143206,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.675,47.660557,NA,1911,"9",17,"Germany","Baden:  4) Röttler Wald","Blettaucoll","B 60 0024618c / 149777 / 91548","Lettau, G.","B","GBIF",94,"Hypotrachyna revoluta",NA
