"key","datasetKey","decimalLongitude","decimalLatitude","stateProvince","year","month","day","country","catalogNumber","recordedBy","institutionCode","locality","collectionCode","DB","BBarcode","b1test","name"
152941255,"89579e3e-f762-11e1-a439-00145eb45e9a",15.411775,46.599662,NA,1992,"10",23,"Slovenia","F775411","Koch M., Koch E.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA,71,"Parmelina quercina"
152941277,"89579e3e-f762-11e1-a439-00145eb45e9a",14.911851,46.499652,NA,1987,"9",23,"Slovenia","F775977","Batič F.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA,61,"Parmelina quercina"
2270800505,"98bceab6-3c3e-4163-945d-6ca10576ebf1",15.766667,48.85,"Styria",1986,"5",25,"Austria","543650","B.D. Ryan","ASU","Riegersburg, near old castle on hill in center of town",NA,"GBIF",NA,79,"Parmelina quercina"
152941279,"89579e3e-f762-11e1-a439-00145eb45e9a",15.245201,45.799749,NA,1979,"7",17,"Slovenia","F776039","Batič F.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA,109,"Parmelina quercina"
1212225639,"85739778-f762-11e1-a439-00145eb45e9a",10.9833,46.65,NA,1976,"7",4,"Italy","191473","A. Buschardt","B","ITALY, Trentino/Südtirol: Vinschgau (Val Venostana), dry slopes close above Unterstell NW of Naturns. Alt. ca. 1350 m.","Lichen Herbarium Berlin","GBIF",NA,86,"Parmelina quercina"
2449353727,"85739778-f762-11e1-a439-00145eb45e9a",10.2667,46.2833,NA,1976,"7",5,"Italy","191472","A. Buschardt","B","ITALY, Sondrio: Valtellina (Veltlin), dry slopes at Cast. Visconti between Grosotto and Grosio. Alt. ca. 650 m.","Lichen Herbarium Berlin","GBIF",NA,84,"Parmelina quercina"
1945780425,"828a3d8c-f762-11e1-a439-00145eb45e9a",10.305833,47.33745,NA,2018,"8",25,"Germany","55090-771",NA,"FR","Spielmannsau","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,47,"Parmelia submontana"
1638418849,"fb8ae15d-e30c-44b4-8f61-0bb0c1d90ff9",14.21722,45.32472,NA,2016,"4",6,"Croatia","000330042","Mayrhofer,Helmut & Prettner,Matthias","GZU","Primorsko-Goranska. Učka. Forststraße bei Poklon Richtung N, bis zu Sendmasten","Herbarium GZU","GBIF",NA,93,"Parmelia submontana"
1638418886,"fb8ae15d-e30c-44b4-8f61-0bb0c1d90ff9",14.22972,45.32,NA,2016,"4",5,"Croatia","000330053","Mayrhofer,Helmut & Prettner,Matthias","GZU","Primorsko-Goranska. Učka. Passstraße zwischen Poklon und Veprinac. Panjak fireroad, E von Ravne staje","Herbarium GZU","GBIF",NA,93,"Parmelia submontana"
1676073334,"828a3d8c-f762-11e1-a439-00145eb45e9a",6.79,47.810417,NA,2016,"9",17,"France","49060-771",NA,"FR","Waldreservat St. Antoine","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,64,"Parmelia submontana"
1851914138,"c711c16e-8db5-4f66-aa06-03d9e472fbbc",10.137881,47.440586,NA,2016,"9",28,"Germany","MB-004969 / 804928 / 435437","Rexer, K.-H. (no. KR 14586)","MB","Deutschland, Bayern, Oberstdorf, Balderschwang, Scheueralpe","MBcoll","GBIF",NA,45,"Parmelia submontana"
1657195094,"fb8ae15d-e30c-44b4-8f61-0bb0c1d90ff9",14.20222,45.29444,NA,2015,"4",25,"Croatia","000324307","Mayrhofer,Helmut, Seifter,Katharina & Župan,Dijana","GZU","Istrien. Učka. Steig von Poklon an der Passstraße über die Učka zum Gipfel Vojak, Lehrpfad Plas; Exponierter Rücken mit niedrigen Rotbuchen","Herbarium GZU","GBIF",NA,94,"Parmelia submontana"
912725253,"828a3d8c-f762-11e1-a439-00145eb45e9a",15.27695,50.934717,NA,2011,"8",13,"Poland","31880",NA,"FR","Meffersdorf, Observatorium","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,65,"Parmelia submontana"
1717209616,"cef8bb20-149a-11de-bab0-b8a03c50a862",16.826168,50.230893,"dolnośląskie",2005,"10",9,"Poland",NA,"Szczepańska, K.","MNHW","p: dolnośląskie; c: Kłodzko; Kleśnica Stream Valley",NA,"GBIF",NA,40,"Parmelia submontana"
912724523,"828a3d8c-f762-11e1-a439-00145eb45e9a",15.279167,50.934167,NA,2003,"4",25,"Poland","15252",NA,"FR","Oberlausitz, Isergebirge, Gieraltówek (Neugersdorf), bei der Ruine des v. Gersdorfschen Observatoriums (Kaiser-Wilhelm-Turm)","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,65,"Parmelia submontana"
1717209598,"cef8bb20-149a-11de-bab0-b8a03c50a862",16.6776,54.3579,"zachodniopomorskie",2003,"6",11,"Poland",NA,"Fałtynowicz, W.","MNHW","p: zachodniopomorskie; c: Sławno; Sławno",NA,"GBIF",NA,83,"Parmelia submontana"
1638417523,"fb8ae15d-e30c-44b4-8f61-0bb0c1d90ff9",13.61806,46.43333,NA,2003,"7",3,"Slovenia","000315292","Mayrhofer,Helmut","GZU","[Primorska] Southern Alps, Julian Alps, massif of Mangart NE of Bovec, by the road to the Mangartska koča (Mangart refuge) just above Mangartska planina","Herbarium GZU","GBIF",NA,42,"Parmelia submontana"
1638417527,"fb8ae15d-e30c-44b4-8f61-0bb0c1d90ff9",13.63333,46.41389,NA,2003,"7",31,"Slovenia","000315425","Mayrhofer,Helmut, Jensen,M. & Trembley,M.","GZU","[Primorska] Southern Alps, Julian Alps, Koritnica valley NE of the village Log pod Mangartom","Herbarium GZU","GBIF",NA,53,"Parmelia submontana"
1638417573,"fb8ae15d-e30c-44b4-8f61-0bb0c1d90ff9",13.65833,46.31667,NA,2003,"7",6,"Slovenia","000315469","Mayrhofer,Helmut","GZU","[Primorska] Southern Alps, Julian Alps, Lepena valley SSW of Soča (E of Bovec), on the riverbank of Lepenca","Herbarium GZU","GBIF",NA,64,"Parmelia submontana"
1676070672,"828a3d8c-f762-11e1-a439-00145eb45e9a",9.97421,50.50147,NA,1998,"7",23,"Germany","67312",NA,"FR","Hohe Rhön, NSG 'Schafstein' westl. von Wüstensachsen, am Fuß der Basaltkuppe","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,69,"Parmelia submontana"
152940826,"89579e3e-f762-11e1-a439-00145eb45e9a",14.411987,45.699727,"Notranjska",1998,"10",24,"Slovenia","F1018325","Pruegger J., Surina B.","ULBF-AGR","Javorniki","FloVegSI-FLO","GBIF",NA,70,"Parmelia submontana"
152940811,"89579e3e-f762-11e1-a439-00145eb45e9a",14.411995,45.599739,"Notranjska",1997,"8",12,"Slovenia","F1018310","Pruegger J., Surina B.","ULBF-AGR","Snežnik","FloVegSI-FLO","GBIF",NA,63,"Parmelia submontana"
152941274,"89579e3e-f762-11e1-a439-00145eb45e9a",13.745351,46.399616,NA,1997,"8",13,"Slovenia","F775879","Batič F.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA,61,"Parmelia submontana"
152941311,"89579e3e-f762-11e1-a439-00145eb45e9a",13.911995,46.399623,NA,1996,"7",4,"Slovenia","F776799","Batič F.","ULBF-AGR","Julijske Alpe","FloVegSI-FLO","GBIF",NA,43,"Parmelia submontana"
152941449,"89579e3e-f762-11e1-a439-00145eb45e9a",13.912012,46.199647,NA,1996,"7",25,"Slovenia","F780168","Primožič K.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA,85,"Parmelia submontana"
2270735266,"98bceab6-3c3e-4163-945d-6ca10576ebf1",11.876373,52.831703,"Saxony-Anhalt",1996,"7",31,"Germany","606068","G.B. Feige","ASU","Zwischen Heifehöfen und Dorsee",NA,"GBIF",NA,89,"Parmelia submontana"
152941384,"89579e3e-f762-11e1-a439-00145eb45e9a",13.911986,46.499611,NA,1996,"10",13,"Slovenia","F778446","Surina B.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA,55,"Parmelia submontana"
152941409,"89579e3e-f762-11e1-a439-00145eb45e9a",14.911851,46.499652,NA,1995,"5",26,"Slovenia","F778992","Mayrhofer H., Suppan U.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA,61,"Parmelia submontana"
152941423,"89579e3e-f762-11e1-a439-00145eb45e9a",13.745376,46.099652,NA,1995,"5",11,"Slovenia","F779558","Pruegger J.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA,93,"Parmelia submontana"
152941332,"89579e3e-f762-11e1-a439-00145eb45e9a",13.91202,46.099659,NA,1995,"6",4,"Slovenia","F777317","Pruegger J.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA,102,"Parmelia submontana"
152941418,"89579e3e-f762-11e1-a439-00145eb45e9a",14.745275,45.69974,NA,1995,"6",15,"Slovenia","F779458","Mayrhofer H., Batič F., Grube M., Suppan U.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA,79,"Parmelia submontana"
1212220935,"85739778-f762-11e1-a439-00145eb45e9a",15.65,47.95,NA,1995,"10",27,"Austria","138306","R. Türk","B","AUSTRIA, Niederösterreich (=Lower Austria), Reisalpe SE of Lilienfeld, path from Brennalm to the 'Schutzhaus'. Alt. 1200 m.","Lichen Herbarium Berlin","GBIF",NA,58,"Parmelia submontana"
152941306,"89579e3e-f762-11e1-a439-00145eb45e9a",14.078647,46.299642,NA,1995,"10",3,"Slovenia","F776717","Batič F., Trošt T.","ULBF-AGR","Julijske Alpe","FloVegSI-FLO","GBIF",NA,71,"Parmelia submontana"
152941281,"89579e3e-f762-11e1-a439-00145eb45e9a",14.411927,46.399643,NA,1994,"10",19,"Slovenia","F776094","Batič F.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA,47,"Parmelia submontana"
152941249,"89579e3e-f762-11e1-a439-00145eb45e9a",15.24513,46.599655,NA,1993,"9",25,"Slovenia","F774820","Koch M., Mayrhofer H., Poelt J.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA,85,"Parmelia submontana"
152941243,"89579e3e-f762-11e1-a439-00145eb45e9a",15.411784,46.499674,NA,1992,"5",29,"Slovenia","F774685","Koch M., Mayrhofer H.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA,39,"Parmelia submontana"
152941247,"89579e3e-f762-11e1-a439-00145eb45e9a",15.245139,46.499666,NA,1992,"8",27,"Slovenia","F774788","Koch M., Koch E.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA,42,"Parmelia submontana"
1056515003,"7e380070-f762-11e1-a439-00145eb45e9a",9.55427,47.151846,NA,1988,"6",19,"Liechtenstein","BM001105095","Philippe Clerc","NHMUK",NA,"BOT","GBIF",NA,41,"Parmelia submontana"
788837967,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",7.6267,46.82494,"Bern",1983,"7",27,"Switzerland","1609412","P. Clerc","LD","No locality information available","General","GBIF",NA,71,"Parmelia submontana"
1632918296,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",9.04937,48.54851,"Baden-Württemberg",1981,"8",NA,"Germany","1886845","H. Schindler","LD","No locality information available","General","GBIF",NA,86,"Parmelia submontana"
152941275,"89579e3e-f762-11e1-a439-00145eb45e9a",15.078556,45.799742,NA,1975,"9",19,"Slovenia","F775921","Batič F.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA,102,"Parmelia submontana"
2235561943,"e553568e-2317-4592-8638-92e5ac93b40c",6.1025,49.16417,"57 Moselle",2018,"9",25,"France","NCY021835","Mahévas, Th.","CJBN","La Côte","NCY","GBIF",NA,93,"Parmotrema perlatum"
1657195734,"fb8ae15d-e30c-44b4-8f61-0bb0c1d90ff9",14.27556,45.33528,NA,2016,"4",5,"Croatia","000330132","Mayrhofer,Helmut & Prettner,Matthias","GZU","Primorsko-Goranska.Veprinac. neben Straße die vom asphaltiertem Sportplatz Richtung Zatka führt","Herbarium GZU","GBIF",NA,103,"Parmotrema perlatum"
1833733355,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.531,51.300417,NA,2016,"4",20,"Germany","48989-771",NA,"FR","Halbendorf/ Spree W","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,87,"Parmotrema perlatum"
1676072355,"828a3d8c-f762-11e1-a439-00145eb45e9a",7.059167,51.04255,NA,2016,"6",26,"Germany","43559",NA,"FR","Leverkusen","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,97,"Parmotrema perlatum"
1288172519,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.2675,50.91305,NA,2015,"10",13,"Germany","42846",NA,"FR","Kleiner Zschand, oberhalb vom Zeughausweg","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,72,"Parmotrema perlatum"
1212223069,"85739778-f762-11e1-a439-00145eb45e9a",13.1867,52.3883,NA,2012,"4",13,"Germany","178256","H. Sipman & K. Rux","B","GERMANY, Brandenburg: Stahnsdorf, Südwest-Kirchhof, main entrance road. Alt. 50 m.","Lichen Herbarium Berlin","GBIF",NA,91,"Parmotrema perlatum"
1638417552,"fb8ae15d-e30c-44b4-8f61-0bb0c1d90ff9",13.65833,46.31667,NA,2003,"7",6,"Slovenia","000315486","Mayrhofer,Helmut","GZU","[Primorska] Southern Alps, Julian Alps, Lepena valley SSW of Soča (E of Bovec), on the riverbank of Lepenca","Herbarium GZU","GBIF",NA,64,"Parmotrema perlatum"
NA,NA,7.079371,51.092065,NA,2001,"19. April",NA,"GERMANY","114925","I. Franzen","BERLIN_DB","DEUTSCHLAND, Nordrhein-Westfalen: Burscheid-Nagelsbaum, Rheinisch-Bergischer Kreis. Elev. 150 m, Rechtswert: 2575429, Hochwert: 5662286.",NA,"BERLIN_DB","B 60 0174247",95,"Parmotrema perlatum"
2449357211,"85739778-f762-11e1-a439-00145eb45e9a",6.5667,47.8333,NA,1983,"9",7,"France","114952","Frahm, Giese, Hakelier, Huerlimann, Padberg","B","FRANKREICH, Dep. Haute Saône: Faucogney, Mauern und Baumstämme im Ortskern ca.400 mü. NN.  und Porphyrfelsklippen östlich des Ortes ca. 450 m ü.NN.","Lichen Herbarium Berlin","GBIF",NA,89,"Parmotrema perlatum"
1676073347,"828a3d8c-f762-11e1-a439-00145eb45e9a",6.94225,47.957867,NA,2016,"8",16,"France","49084-771",NA,"FR","am Vorderblockloch bei Wildenstein","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,69,"Pertusaria hymenea"
NA,NA,9.005089,53.42196,NA,2008,"4-Apr",NA,"GERMANY","103362","H. Sipman","BERLIN_DB","DEUTSCHLAND, Niedersachsen: Landkr. Landkreis Rotenburg (Wümme). Franzhorn forest N of Brillit, Naturwald area. MTB 2520/3B1. Elev. 20-40 m",NA,"BERLIN_DB",NA,85,"Pertusaria hymenea"
152942530,"89579e3e-f762-11e1-a439-00145eb45e9a",13.745359,46.299628,"Gorenjska",2003,"1",29,"Slovenia","F955241","Mrak T.","ULBF-AGR","Ukanc","FloVegSI-FLO","GBIF",NA,25,"Pertusaria hymenea"
152942043,"89579e3e-f762-11e1-a439-00145eb45e9a",14.411995,45.599739,"Notranjska",1998,"10",23,"Slovenia","F1019834","Pruegger J., Surina B.","ULBF-AGR","Snežnik","FloVegSI-FLO","GBIF",NA,63,"Pertusaria hymenea"
152942044,"89579e3e-f762-11e1-a439-00145eb45e9a",14.411987,45.699727,"Notranjska",1998,"10",24,"Slovenia","F1019835","Pruegger J., Surina B.","ULBF-AGR","Javorniki","FloVegSI-FLO","GBIF",NA,70,"Pertusaria hymenea"
152942440,"89579e3e-f762-11e1-a439-00145eb45e9a",13.745368,46.19964,NA,1997,"6",5,"Slovenia","F779656","Primožič K.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA,111,"Pertusaria hymenea"
152942042,"89579e3e-f762-11e1-a439-00145eb45e9a",14.411978,45.799715,"Notranjska",1997,"10",5,"Slovenia","F1019833","Pruegger J., Suppan U., Mayrhofer H., Batič F.","ULBF-AGR","Cerkniško jezero","FloVegSI-FLO","GBIF",NA,88,"Pertusaria hymenea"
NA,NA,13.021707,47.690498,NA,1989,"17. sept.",NA,"GERMANY","38741","H. Sipman","BERLIN_DB","GERMANY, BAYERN. Berchtesgaden, Marktschellenberg. Alt. 950 m. Along trail to Salzburger Hochthron, on Hochbartkogel. E-facing slope with remnants of old Fagus/Acer-forest, Picea and Abies. On Acer.",NA,"BERLIN_DB",NA,68,"Pertusaria hymenea"
2237904281,"84d26682-f762-11e1-a439-00145eb45e9a",11.73333,54.93333,NA,1980,"9",3,"Denmark","DMS-1038537","Mogens Skytte Christiansen",NA,"Resle Skov",NA,"GBIF",NA,83,"Pertusaria hymenea"
2237866585,"84d26682-f762-11e1-a439-00145eb45e9a",11.11026,54.74513,NA,1977,"7",24,"Denmark","DMS-1004682","Mogens Skytte Christiansen",NA,"Lindeskov (Rudbjerggård Østerskov)",NA,"GBIF",NA,82,"Pertusaria hymenea"
2237876690,"84d26682-f762-11e1-a439-00145eb45e9a",11.35874,54.78336,NA,1977,"7",24,"Denmark","DMS-1014261","Mogens Skytte Christiansen",NA,"Kristianssæde Skov",NA,"GBIF",NA,82,"Pertusaria hymenea"
152942215,"89579e3e-f762-11e1-a439-00145eb45e9a",15.078565,45.699754,NA,1976,"11",15,"Slovenia","F775613","Batič F.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA,89,"Pertusaria hymenea"
1212212976,"85739778-f762-11e1-a439-00145eb45e9a",6.9,47.9833,NA,1975,"6",26,"France","112715","H. Sipman","B","FRANCE, Vosges: La Bresse, near Lac des Corbeaux. Elev. c. 800 m.","Lichen Herbarium Berlin","GBIF",NA,63,"Pertusaria hymenea"
152942227,"89579e3e-f762-11e1-a439-00145eb45e9a",15.078556,45.799742,NA,1975,"9",19,"Slovenia","F775912","Batič F.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA,102,"Pertusaria hymenea"
2237909249,"84d26682-f762-11e1-a439-00145eb45e9a",9.750667,54.950635,NA,1972,"2",12,"Denmark","DMS-1043443","Svanhildur Svane",NA,"Sandbjerg Gods",NA,"GBIF",NA,82,"Pertusaria hymenea"
1212209474,"85739778-f762-11e1-a439-00145eb45e9a",9.4833,53.4167,NA,2008,"4",5,"Germany","103371","H. Sipman","B","DEUTSCHLAND, Niedersachsen: Landkr. Stade. Braken NSG & FFH, S of Harsefeld. MTB 2522/4B5. Elev. 50 m.","Lichen Herbarium Berlin","GBIF",NA,84,"Phaeographis inusta"
1212209504,"85739778-f762-11e1-a439-00145eb45e9a",9,53.4167,NA,2008,"4",4,"Germany","103363","H. Sipman","B","DEUTSCHLAND, Niedersachsen: Landkr. Landkreis Rotenburg (Wümme). Franzhorn forest N of Brillit, Naturwald area. MTB 2520/3B1. Elev. 20-40 m","Lichen Herbarium Berlin","GBIF",NA,85,"Phaeographis inusta"
912732054,"828a3d8c-f762-11e1-a439-00145eb45e9a",8.027783,53.261117,NA,2004,"10",22,"Germany","23191",NA,"FR","Emsland, Gr. Garnholt S","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,87,"Phaeographis inusta"
2365719789,"85739778-f762-11e1-a439-00145eb45e9a",5.1677,52.0858,NA,2018,"12",29,"Netherlands","201550","H. Sipman & A. Aptroot","B","THE NETHERLANDS, Utrecht: Uithof university campus, Padua laan W of Transitorium III. Elev. c. 10 m.","Lichen Herbarium Berlin","GBIF",NA,93,"Physcia tribacioides"
1676073329,"828a3d8c-f762-11e1-a439-00145eb45e9a",6.79,47.810417,NA,2016,"9",17,"France","49067-771",NA,"FR","Waldreservat St. Antoine","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,64,"Porina leptalea"
1061245126,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.263883,50.945,NA,2014,"10",30,"Germany","38453",NA,"FR","Keilholz, unten am Ausgang zum Knechtsbachtal","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,76,"Porina leptalea"
1061245127,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.18555,50.94555,NA,2014,"10",28,"Germany","38406",NA,"FR","beim Eingang zum Schwarzbachtal","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,78,"Porina leptalea"
1061245128,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.229167,50.945283,NA,2014,"10",30,"Germany","38454",NA,"FR","über dem Keilholzflüßchen","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,77,"Porina leptalea"
1061245130,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.18555,50.946117,NA,2014,"10",28,"Germany","38398",NA,"FR","Schwarzbachtal, unter dem ""Raubschloß""","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,78,"Porina leptalea"
1061245131,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.19695,50.947217,NA,2014,"10",28,"Germany","38403",NA,"FR","im Sebnitztal","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,78,"Porina leptalea"
913615034,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.93195,51.1325,NA,2013,"5",2,"Germany","35012",NA,"FR","Görlitz, Landeskrone, Eschenallee am Fahrweg, Baum ""7""","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,82,"Porina leptalea"
913614974,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.33445,50.91305,NA,2012,"10",11,"Germany","33958",NA,"FR","Elbsandsteingebirge, bei der niederen Schleuse","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,75,"Porina leptalea"
913615016,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.098617,50.98695,NA,2012,"10",9,"Germany","34031",NA,"FR","Elbsandsteingebirge, Riesengrund, an der Flanke des Hühnerbergs","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,77,"Porina leptalea"
1212209450,"85739778-f762-11e1-a439-00145eb45e9a",9.4833,53.4167,NA,2008,"4",5,"Germany","103373","H. Sipman","B","DEUTSCHLAND, Niedersachsen: Landkr. Stade. Braken NSG & FFH, S of Harsefeld. MTB 2522/4B5. Elev. 50 m.","Lichen Herbarium Berlin","GBIF",NA,84,"Porina leptalea"
NA,NA,9.005089,53.42196,NA,2008,"4-Apr",NA,"GERMANY","103361","H. Sipman","BERLIN_DB","DEUTSCHLAND, Niedersachsen: Landkr. Landkreis Rotenburg (Wümme). Franzhorn forest N of Brillit, Naturwald area. MTB 2520/3B1. Elev. 20-40 m",NA,"BERLIN_DB",NA,85,"Porina leptalea"
1717205752,"cef8bb20-149a-11de-bab0-b8a03c50a862",16.821859,50.320338,"dolnośląskie",2004,"6",26,"Poland",NA,"Szczepańska, K.","MNHW","p: dolnośląskie; c: Kłodzko; Biała Woda Stream Valley",NA,"GBIF",NA,65,"Porina leptalea"
1717206614,"cef8bb20-149a-11de-bab0-b8a03c50a862",16.826168,50.230893,"dolnośląskie",2003,"8",27,"Poland",NA,"Szczepańska, K.","MNHW","p: dolnośląskie; c: Kłodzko; Międzygórze",NA,"GBIF",NA,40,"Porina leptalea"
152946901,"89579e3e-f762-11e1-a439-00145eb45e9a",14.411978,45.799715,"Notranjska",1997,"10",3,"Slovenia","F1020220","Pruegger J., Suppan U., Mayrhofer H., Batič F.","ULBF-AGR","Cerkniško jezero","FloVegSI-FLO","GBIF",NA,88,"Porina leptalea"
152947477,"89579e3e-f762-11e1-a439-00145eb45e9a",14.411987,45.699727,NA,1992,"10",14,"Slovenia","F775277","Grube M.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA,70,"Porina leptalea"
1945781922,"828a3d8c-f762-11e1-a439-00145eb45e9a",9.825417,53.462917,NA,2018,"8",9,"Germany","54734-771",NA,"FR","Hamburg-Fischbek: Scharlbarg","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,86,"Punctelia borreri"
1676072321,"828a3d8c-f762-11e1-a439-00145eb45e9a",9.688083,52.6943,NA,2016,"6",20,"Germany","43346",NA,"FR","Autobahnrastplatz Allertal","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,88,"Punctelia borreri"
1676070710,"828a3d8c-f762-11e1-a439-00145eb45e9a",10.803611,45.748889,NA,2011,"6",23,"Italy","67340",NA,"FR","Prov. Verona, Lago di Garda, Malcesine, Loc. Caris, Via Caris","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,84,"Punctelia borreri"
914864581,"828a3d8c-f762-11e1-a439-00145eb45e9a",13.89445,51.326383,NA,2010,"9",22,"Germany","30034",NA,"FR","Oberlausitz, NSG Königsbrücker Heide, südlich der Dorfstelle Otterschütz","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,89,"Punctelia borreri"
914864447,"828a3d8c-f762-11e1-a439-00145eb45e9a",13.557633,46.3357,NA,2003,"8",1,"Slovenia","15456",NA,"FR","Julische Alpen, Bovec, Ortslage, bei der unteren Kirche","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,66,"Punctelia borreri"
1946699652,"828a3d8c-f762-11e1-a439-00145eb45e9a",19.854717,48.178617,NA,2018,"5",24,"Slovakia","54465-771",NA,"FR","omoka, um den Waldparkplatz","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,84,"Punctelia jeckeri"
1946699653,"828a3d8c-f762-11e1-a439-00145eb45e9a",20.46555,48.48,NA,2018,"5",25,"Slovakia","54605-771",NA,"FR","nördlich der Straße Gömörhosszúszó - Aggtelek","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,83,"Punctelia jeckeri"
2303272888,"828a3d8c-f762-11e1-a439-00145eb45e9a",24.12255,47.943633,NA,2018,"7",20,"Ukraine","54724-771",NA,"FR","Talhang über dem Bache Kuzij","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,69,"Punctelia jeckeri"
2303272889,"828a3d8c-f762-11e1-a439-00145eb45e9a",24.187783,47.96305,NA,2018,"7",19,"Ukraine","54685-771",NA,"FR","beim Mittelpunkt Europas","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,69,"Punctelia jeckeri"
1945781923,"828a3d8c-f762-11e1-a439-00145eb45e9a",10.22,47.559717,NA,2018,"8",23,"Germany","54738-771",NA,"FR","Immenstadt, neben der Friedhofsmauer","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,67,"Punctelia jeckeri"
1851035993,"828a3d8c-f762-11e1-a439-00145eb45e9a",20.16805,49.476533,NA,2017,"12",9,"Poland","50773-771",NA,"FR","Harklowa, bei der Kirche","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,64,"Punctelia jeckeri"
1676072332,"828a3d8c-f762-11e1-a439-00145eb45e9a",7.2725,50.1688,NA,2016,"6",25,"Germany","43385",NA,"FR","Pommern an der Mosel","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,91,"Punctelia jeckeri"
1500366634,"bf2a4bf0-5f31-11de-b67e-b8a03c50a862",14.424444,47.053056,NA,2016,"8",20,"Austria","E00817861","Obermayer, Walter","E","Steiermark (=Styria), Eastern Alps, Gurktal Alps","E","GBIF",NA,53,"Punctelia jeckeri"
1836429649,"85739778-f762-11e1-a439-00145eb45e9a",13.295,53.1417,NA,2016,"10",14,"Germany","195527","H. Sipman & D. Heinrich","B","DEUTSCHLAND, Brandenburg, Landkreis Oberhavel: NW of Templin, NNW of Regowschleuse, Havel valley. Alt. 60 m.","Lichen Herbarium Berlin","GBIF",NA,83,"Punctelia jeckeri"
1233566542,"828a3d8c-f762-11e1-a439-00145eb45e9a",15.886133,50.930383,NA,2014,"6",13,"Poland","40957",NA,"FR","Kammerswaldau, NW-Seite des Galgenberges","Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA,59,"Punctelia jeckeri"
