"key","datasetKey","decimalLongitude","decimalLatitude","year","month","day","country","locality","catalogNumber","recordedBy","institutionCode","stateProvince","collectionCode","DB","BBarcode"
918998565,"828a3d8c-f762-11e1-a439-00145eb45e9a",10.8375,47.495833,2004,"9",5,"Austria","Planseegebiet, Aufstieg zur Kuhklause/Melkalpe","16552",NA,"FR",NA,"Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
918998577,"828a3d8c-f762-11e1-a439-00145eb45e9a",10.9,47.533333,2004,"9",5,"Germany","Allgäu, Lindertal","16580",NA,"FR",NA,"Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
NA,NA,10.902493,47.540557,2004,"5 Sep.",NA,"GERMANY","GERMANY, Bayern (=Bavaria), Ammergauer Alpen (Ammergebirge), 15 km ESE of Füssen, uppermost valley of the rivulet Linder, Neualmgrieß. Alt. 1050-1100 m.","138522","W. Obermayer","BERLIN_DB",NA,NA,"BERLIN_DB",""
1717206205,"cef8bb20-149a-11de-bab0-b8a03c50a862",16.826168,50.230893,2003,"6",24,"Poland","p: dolnośląskie; c: Kłodzko; Międzygórze",NA,"Szczepańska, K.","MNHW","dolnośląskie",NA,"GBIF",NA
1717206828,"cef8bb20-149a-11de-bab0-b8a03c50a862",16.826168,50.230893,2003,"6",24,"Poland","p: dolnośląskie; c: Kłodzko; Międzygórze",NA,"Szczepańska, K.","MNHW","dolnośląskie",NA,"GBIF",NA
1717205129,"cef8bb20-149a-11de-bab0-b8a03c50a862",16.966168,50.233395,2003,"7",7,"Poland","p: dolnośląskie; c: Kłodzko; Nowa Morawa Nature Reserve",NA,"Szczepańska, K.","MNHW","dolnośląskie",NA,"GBIF",NA
1717205138,"cef8bb20-149a-11de-bab0-b8a03c50a862",16.966168,50.233395,2003,"7",7,"Poland","p: dolnośląskie; c: Kłodzko; Nowa Morawa Nature Reserve",NA,"Szczepańska, K.","MNHW","dolnośląskie",NA,"GBIF",NA
1717205610,"cef8bb20-149a-11de-bab0-b8a03c50a862",16.966168,50.233395,2003,"7",29,"Poland","p: dolnośląskie; c: Kłodzko; Bialska Pętla",NA,"Szczepańska, K.","MNHW","dolnośląskie",NA,"GBIF",NA
152957225,"89579e3e-f762-11e1-a439-00145eb45e9a",14.411987,45.699727,2003,"8",13,"Slovenia","Velika Kalvarija","F1021391","Pruegger J.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA
1717206542,"cef8bb20-149a-11de-bab0-b8a03c50a862",16.826168,50.230893,2003,"8",27,"Poland","p: dolnośląskie; c: Kłodzko; Międzygórze",NA,"Szczepańska, K.","MNHW","dolnośląskie",NA,"GBIF",NA
1717206559,"cef8bb20-149a-11de-bab0-b8a03c50a862",16.826168,50.230893,2003,"8",2,"Poland","p: dolnośląskie; c: Kłodzko; Kamienica Valley",NA,"Szczepańska, K.","MNHW","dolnośląskie",NA,"GBIF",NA
1717206930,"cef8bb20-149a-11de-bab0-b8a03c50a862",16.826168,50.230893,2003,"8",22,"Poland","p: dolnośląskie; c: Kłodzko; Nowa Wieś",NA,"Szczepańska, K.","MNHW","dolnośląskie",NA,"GBIF",NA
152958132,"89579e3e-f762-11e1-a439-00145eb45e9a",13.911995,46.399623,2002,"5",17,"Slovenia","Stara Fužina","F956306","Mrak T.","ULBF-AGR","Gorenjska","FloVegSI-FLO","GBIF",NA
2028358554,"ee4d0706-38af-4bc4-8539-e17c0ca8512e",14.706944,47.5875,2002,"8",26,"Austria","Eastern Alps, Nördliche Kalkapen, Ennstaler Alpen, Gesäuse, Hartelsgraben ca. 3 km W of Hieflau, just N of the second bridge","47538","Miadlikowska, Jolanta; Hafellner, J.","DUKE","Styria (Steiermark)",NA,"GBIF",NA
20093274,"fb1ecd28-f09e-4747-8bde-0b3d7a6f78d1",13.3,49.0833,1999,"10",11,"Germany","Niederbayern, Lkr. Regen, Nationalpark Bayerische Wald, NE of Zwiesel, NE of Mt. Grosser Falkenstein, nature reserve Höllbachgespreng, NE of dam Höllbachschwelle, along footpath E of brook Höllbach","49345","Tønsberg, T.","BG","Bayern","L","GBIF",NA
152957220,"89579e3e-f762-11e1-a439-00145eb45e9a",14.411987,45.699727,1997,"8",10,"Slovenia","Mašun","F1021386","Pruegger J.","ULBF-AGR","Notranjska","FloVegSI-FLO","GBIF",NA
152957222,"89579e3e-f762-11e1-a439-00145eb45e9a",14.411987,45.699727,1997,"8",10,"Slovenia","Snežnik","F1021388","Pruegger J.","ULBF-AGR","Notranjska","FloVegSI-FLO","GBIF",NA
152957227,"89579e3e-f762-11e1-a439-00145eb45e9a",14.411987,45.699727,1997,"8",14,"Slovenia","Snežnik","F1021393","Pruegger J.","ULBF-AGR","Notranjska","FloVegSI-FLO","GBIF",NA
152957313,"89579e3e-f762-11e1-a439-00145eb45e9a",14.411987,45.699727,1997,"8",10,"Slovenia","Mašun","F1037028","Pruegger J.","ULBF-AGR","Notranjska","FloVegSI-FLO","GBIF",NA
152957228,"89579e3e-f762-11e1-a439-00145eb45e9a",14.411987,45.699727,1997,"10",5,"Slovenia","Snežnik","F1021394","Pruegger J., Mayrhofer H.","ULBF-AGR","Notranjska","FloVegSI-FLO","GBIF",NA
152957229,"89579e3e-f762-11e1-a439-00145eb45e9a",14.411987,45.699727,1997,"10",5,"Slovenia","Snežnik","F1021395","Pruegger J., Mayrhofer H.","ULBF-AGR","Notranjska","FloVegSI-FLO","GBIF",NA
152957230,"89579e3e-f762-11e1-a439-00145eb45e9a",14.411987,45.699727,1997,"10",5,"Slovenia","Snežnik","F1021396","Pruegger J., Mayrhofer H.","ULBF-AGR","Notranjska","FloVegSI-FLO","GBIF",NA
152957231,"89579e3e-f762-11e1-a439-00145eb45e9a",14.411987,45.699727,1997,"10",5,"Slovenia","Snežnik","F1021397","Pruegger J., Suppan U., Mayrhofer H., Batič F.","ULBF-AGR","Notranjska","FloVegSI-FLO","GBIF",NA
1100013197,"858c1c6c-f762-11e1-a439-00145eb45e9a",15.25,47.549999,1996,"6",14,"Austria","Austria. Steiermark, Hochschwab group, Fölz NW of Aflenz, in the lowest part of Mitterbachgraben W of Gasthof Schwabenbartl. 47°34'15''N 15°19'30''E. Alt. 860 m On Fagus in a Fagus-Picea abies forest.","M-0043387 / 16544 / 10527","Hafellner, J.","SNSB-M",NA,"BSMlichfungicoll","GBIF",NA
2266280046,"219cedbf-462b-42e6-957b-c4b6087c452b",15.35,46.466667,1996,"8",27,"Slovenia","Pohorje, E of Koca Na Pesku","881717","Cole, M.","MIN",NA,"Lichens","GBIF",NA
152957814,"89579e3e-f762-11e1-a439-00145eb45e9a",13.745342,46.499604,1996,"10",11,"Slovenia",NA,"F778067","Surina B.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA
152957815,"89579e3e-f762-11e1-a439-00145eb45e9a",13.911986,46.499611,1996,"10",13,"Slovenia",NA,"F778634","Surina B.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA
1212249008,"85739778-f762-11e1-a439-00145eb45e9a",14.6833,47.6917,1995,"5",3,"Austria","AUSTRIA, Steiermark, Ennstaler Alpen, 3.5 km E of St. Gallen, Wolfsbachgraben. Alt. 500 m.","138294","H. Mayrhofer & G. Böttger","B",NA,"Lichen Herbarium Berlin","GBIF",NA
152957817,"89579e3e-f762-11e1-a439-00145eb45e9a",15.411784,46.499674,1995,"6",4,"Slovenia",NA,"F779019","Mayrhofer H.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA
152957822,"89579e3e-f762-11e1-a439-00145eb45e9a",14.911928,45.599759,1995,"6",15,"Slovenia",NA,"F779390","Mayrhofer H., Batič F., Grube M., Suppan U.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA
152957823,"89579e3e-f762-11e1-a439-00145eb45e9a",14.745284,45.599752,1995,"6",15,"Slovenia",NA,"F779411","Mayrhofer H., Batič F., Grube M., Suppan U.","ULBF-AGR","Dolenjska","FloVegSI-FLO","GBIF",NA
152957824,"89579e3e-f762-11e1-a439-00145eb45e9a",14.745275,45.69974,1995,"6",15,"Slovenia",NA,"F779457","Mayrhofer H., Batič F., Grube M., Suppan U.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA
152957810,"89579e3e-f762-11e1-a439-00145eb45e9a",13.745342,46.499604,1995,"10",10,"Slovenia",NA,"F776292","Batič F., Surina B.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA
152957819,"89579e3e-f762-11e1-a439-00145eb45e9a",15.411784,46.499674,1995,"11",1,"Slovenia",NA,"F779244","Mayrhofer H.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA
1717231591,"8e93fad0-a705-11dc-80be-b8a03c50a862",23.29,53.51,1993,"5",13,"Poland","res. Budzisk",NA,"K. Kolanko","UoB-IB","podlaskie",NA,"GBIF",NA
1717231659,"8e93fad0-a705-11dc-80be-b8a03c50a862",23.29,53.51,1993,"5",13,"Poland","res. Budzisk",NA,"K. Kolanko","UoB-IB","podlaskie",NA,"GBIF",NA
1717231670,"8e93fad0-a705-11dc-80be-b8a03c50a862",23.29,53.51,1993,"5",13,"Poland","res. Budzisk",NA,"K. Kolanko","UoB-IB","podlaskie",NA,"GBIF",NA
1717231674,"8e93fad0-a705-11dc-80be-b8a03c50a862",23.29,53.51,1993,"5",13,"Poland","res. Budzisk",NA,"K. Kolanko","UoB-IB","podlaskie",NA,"GBIF",NA
1717231690,"8e93fad0-a705-11dc-80be-b8a03c50a862",23.29,53.51,1993,"5",13,"Poland","res. Budzisk",NA,"K. Kolanko","UoB-IB","podlaskie",NA,"GBIF",NA
1717231804,"8e93fad0-a705-11dc-80be-b8a03c50a862",23.29,53.51,1993,"5",13,"Poland","res. Budzisk",NA,"K. Kolanko","UoB-IB","podlaskie",NA,"GBIF",NA
152957801,"89579e3e-f762-11e1-a439-00145eb45e9a",15.411784,46.499674,1993,"6",8,"Slovenia",NA,"F774914","Koch M., Mayrhofer H., Unger E., Wieser B.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA
152957818,"89579e3e-f762-11e1-a439-00145eb45e9a",15.411784,46.499674,1993,"6",8,"Slovenia",NA,"F779187","Koch M., Mayrhofer H., Unger E., Wieser B.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA
1717231600,"8e93fad0-a705-11dc-80be-b8a03c50a862",23.29,53.51,1993,"10",21,"Poland","res. Budzisk",NA,"K. Kolanko","UoB-IB","podlaskie",NA,"GBIF",NA
1717231671,"8e93fad0-a705-11dc-80be-b8a03c50a862",23.29,53.51,1993,"10",21,"Poland","res. Budzisk",NA,"K. Kolanko","UoB-IB","podlaskie",NA,"GBIF",NA
1717231673,"8e93fad0-a705-11dc-80be-b8a03c50a862",23.29,53.51,1993,"10",21,"Poland","res. Budzisk",NA,"K. Kolanko","UoB-IB","podlaskie",NA,"GBIF",NA
152957800,"89579e3e-f762-11e1-a439-00145eb45e9a",15.411784,46.499674,1992,"5",25,"Slovenia",NA,"F774761","Koch M., Mayrhofer H.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA
152957820,"89579e3e-f762-11e1-a439-00145eb45e9a",14.411987,45.699727,1992,"6",20,"Slovenia",NA,"F779288","Mayrhofer H., Batič F.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA
152957821,"89579e3e-f762-11e1-a439-00145eb45e9a",14.745275,45.69974,1992,"6",20,"Slovenia",NA,"F779322","Mayrhofer H., Batič F.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA
152957825,"89579e3e-f762-11e1-a439-00145eb45e9a",14.745284,45.599752,1992,"6",19,"Slovenia",NA,"F779516","Mayrhofer H., Batič F.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA
152957826,"89579e3e-f762-11e1-a439-00145eb45e9a",14.745284,45.599752,1992,"6",19,"Slovenia",NA,"F779517","Mayrhofer H., Batič F.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA
152957798,"89579e3e-f762-11e1-a439-00145eb45e9a",15.411775,46.599662,1992,"8",27,"Slovenia",NA,"F774710","Koch M., Koch E.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA
152957802,"89579e3e-f762-11e1-a439-00145eb45e9a",14.411987,45.699727,1992,"10",14,"Slovenia",NA,"F775032","Grube M.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA
152957803,"89579e3e-f762-11e1-a439-00145eb45e9a",14.411987,45.699727,1992,"10",14,"Slovenia",NA,"F775044","Grube M.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA
152957804,"89579e3e-f762-11e1-a439-00145eb45e9a",14.411987,45.699727,1992,"10",15,"Slovenia",NA,"F775130","Grube M.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA
152957805,"89579e3e-f762-11e1-a439-00145eb45e9a",14.411987,45.699727,1992,"10",14,"Slovenia",NA,"F775271","Grube M.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA
152957806,"89579e3e-f762-11e1-a439-00145eb45e9a",14.745284,45.599752,1992,"10",10,"Slovenia",NA,"F775309","Grube M.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA
152957811,"89579e3e-f762-11e1-a439-00145eb45e9a",15.411784,46.499674,1989,"12",13,"Slovenia",NA,"F776395","Batič F.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA
NA,NA,12.819813,47.67829,1989,"15. sept.",NA,"GERMANY","GERMANY, BAYERN. Berchtesgaden. Unterjettenberg. Alt. 550 m. Near margin of old deciduous forest on mountain slope with pasturefields.","38641","H. Sipman","BERLIN_DB",NA,NA,"BERLIN_DB",""
2270741914,"98bceab6-3c3e-4163-945d-6ca10576ebf1",9.783333,47.133333,1986,"7",28,"Austria","Rätikon, SSW of Nenzing, Gumperdona Valley, Stop 3","577259","T.H. Nash III","ASU","Vorarlberg",NA,"GBIF",NA
NA,NA,7.449327,53.403314,1986,"17-May",NA,"GERMANY","DEUTSCHLAND, Niedersachsen. Ihlower Forst, Abt. 6/7.  Lindenallee.","19420","Hans-Wilhelm LINDERS","BERLIN_DB",NA,NA,"BERLIN_DB",""
NA,NA,8.137897,52.906608,1985,"24 Nov.",NA,"GERMANY","DEUTSCHLAND, Niedersachsen. NSG Baumweg. An Quercus.","16556","Hans-Wilhelm LINDERS","BERLIN_DB",NA,NA,"BERLIN_DB",""
2513360626,"15f819bd-6612-4447-854b-14d12ee1022d",5.683333,52.266667,1979,"4",7,"Netherlands","Houtdorp bij Garderen in Speulderbos.","L.1037955","Wolters HJ",NA,"Gelderland","Botany","GBIF",NA
918998641,"828a3d8c-f762-11e1-a439-00145eb45e9a",18.998617,48.920283,1978,"5",3,"Slovakia","Velká Fatra, in decl. boreooccid. montis Tlstá","18083",NA,"FR",NA,"Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
2237866168,"84d26682-f762-11e1-a439-00145eb45e9a",11.11026,54.74513,1977,"7",24,"Denmark","Lindeskov (Rudbjerggård Østerskov)","DMS-1004684","Mogens Skytte Christiansen",NA,NA,NA,"GBIF",NA
2513232008,"15f819bd-6612-4447-854b-14d12ee1022d",5.683333,52.266667,1976,"4",3,"Netherlands","Speulder en Sprielderbos","L  0510054","Ietswaart JH",NA,"Gelderland","Botany","GBIF",NA
152957808,"89579e3e-f762-11e1-a439-00145eb45e9a",15.078556,45.799742,1975,"9",19,"Slovenia",NA,"F775922","Batič F.","ULBF-AGR",NA,"FloVegSI-FLO","GBIF",NA
NA,NA,19.133333,49.433333,1972,"9.6.1972",NA,"Polen","near Soblówka",NA,"J. Nowak","BERLIN_HTL",NA,NA,"BERLIN_HTL",NA
918998567,"828a3d8c-f762-11e1-a439-00145eb45e9a",8.043333,46.82555,1971,"9",13,"Switzerland","Sörenberg e, im Merliwald","802",NA,"FR",NA,"Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
1212249064,"85739778-f762-11e1-a439-00145eb45e9a",8.2833,48.65,1961,"4",4,"Germany","GERMANY, Baden-Württemberg: Nordschwarzwald, 'Alten Schwallung' unterhalb Herrenwies. Alt. 750 m.","178743","H. Reznik","B",NA,"Lichen Herbarium Berlin","GBIF",NA
NA,NA,8.186558,48.64114,1961,"April",NA,"GERMANY","GERMANY, Baden-Württemberg: Nordschwarzwald, between Omerskopf and Unterstmatt, Gewann Wittig.","178744","H. Reznik","BERLIN_DB",NA,NA,"BERLIN_DB","B 60 0174789"
918998630,"828a3d8c-f762-11e1-a439-00145eb45e9a",22.68055,49.163883,1957,"6",22,"Poland","Bieszczady Zachodnie, prope vicum Pszczeliny","795",NA,"FR",NA,"Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
1068342,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",11.798333,54.722778,1943,"5",28,"Denmark","Fuglsang","1186402","M. Skytte-Christiansen","LD","Lolland","General","GBIF",NA
1068265,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",9.835,54.902778,1939,"8",15,"Denmark","Als: Sønderskov","1109622","Ove Almborn","LD","Jylland","General","GBIF",NA
918998551,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.034717,50.973333,1937,"6",10,"Germany","Elbsandsteingebirge, Wehlen, im Uttawalder Grund oberhalb ""Felsentor""","800",NA,"FR",NA,"Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
918998559,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.034717,50.973333,1937,"6",10,"Germany","Elbsandsteingebirge, Wehlen, im Uttawalder Grund oberhalb ""Felsentor""","798",NA,"FR",NA,"Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
1212248659,"85739778-f762-11e1-a439-00145eb45e9a",12.2333,54.2,1936,"6",30,"Germany","DEUTSCHLAND, Mecklenburg-Vorpommern: Rostocker Heide westlich Graal.","118672","V. J. Grummann","B",NA,"Lichen Herbarium Berlin","GBIF",NA
918998561,"828a3d8c-f762-11e1-a439-00145eb45e9a",13.246117,49.093617,1936,"7",8,"Germany","Bayrischer Wald, Zwieseler Waldhaus","801",NA,"FR",NA,"Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
918998566,"828a3d8c-f762-11e1-a439-00145eb45e9a",13.154717,49.098333,1936,"7",9,"Germany","Bayrischer Wald, Großer Arbersee","797",NA,"FR",NA,"Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
918998568,"828a3d8c-f762-11e1-a439-00145eb45e9a",13.246117,49.093617,1936,"7",8,"Germany","Bayrischer Wald, Zwieseler Waldhaus","794",NA,"FR",NA,"Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
918998570,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.38695,50.909167,1935,"4",22,"Germany","Sächsische Schweiz, Hinterhermsdorf, im Kirnitzschtal unterhalb ""Obere Schleuse""","803",NA,"FR",NA,"Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
NA,NA,10.970913,50.507532,1934,"30. Apr.",NA,"GERMANY","DEUTSCHLAND, Thüringen: Thüringer Wald, Masserberg, Weg zur Werraquelle.","6590","J. Mrugowsky","BERLIN_DB",NA,NA,"BERLIN_DB","B 60 0133042"
918998556,"828a3d8c-f762-11e1-a439-00145eb45e9a",14.034717,50.973333,1931,"4",12,"Germany","Elbsandsteingebirge, Uttewalder Grund, oberhalb Felsentor","796",NA,"FR",NA,"Herbarium Senckenbergianum (FR) - Fungi","GBIF",NA
NA,NA,13.483289,48.862862,1923,"6-Jul",NA,"GERMANY","DEUTSCHLAND, Bayern: Böhmerwald, bei Hohenau bei der Sägemühle.","119131","V. J. Grummann","BERLIN_DB",NA,NA,"BERLIN_DB",""
NA,NA,13.464913,48.927749,1923,"6-Jul",NA,"GERMANY","DEUTSCHLAND, Bayern: Böhmerwald, unterhalb Waldhäuser.","119139","V. J. Grummann","BERLIN_DB",NA,NA,"BERLIN_DB",""
NA,NA,13.464913,48.927749,1923,"6-Jul",NA,"GERMANY","DEUTSCHLAND, Bayern: Böhmerwald, unterhalb Waldhäuser.","119140","V. J. Grummann","BERLIN_DB",NA,NA,"BERLIN_DB",""
NA,NA,13.464913,48.927749,1923,"6-Jul",NA,"GERMANY","DEUTSCHLAND, Bayern: Böhmerwald, unterhalb Waldhäuser.","119141","V. J. Grummann","BERLIN_DB",NA,NA,"BERLIN_DB",""
NA,NA,13.464913,48.927749,1923,"6-Jul",NA,"GERMANY","DEUTSCHLAND, Bayern: Böhmerwald, unterhalb Waldhäuser.","119142","V. J. Grummann","BERLIN_DB",NA,NA,"BERLIN_DB",""
442148460,"8589cc8c-f762-11e1-a439-00145eb45e9a",8.107778,47.906666,1921,"8",9,"Germany","Schwarzwald: Ravennaschlucht bei Höllsteig (Höllental), 800 m.","B 60 0028172 / 145738 / 90063","Lettau, G.","B",NA,"Blettaucoll","GBIF",NA
442148437,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.934166,47.698334,1912,"9",15,"Germany","Schwarzwald: Baden: 1) Gersbacher Waldungen: ""Dickicht"" nahe Fetzenbergwald. 900-1000 m.","B 60 0002741 / 143872 / 89393","Lettau, G.","B",NA,"Blettaucoll","GBIF",NA
442148438,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.934166,47.698334,1912,"9",22,"Germany","Schwarzwald: Baden: 1) Gersbacher Waldungen: ""Dickicht"" nahe Fetzenbergwald, 900-1000 m.","B 60 0002741a / 152066 / 92480","Lettau, G.","B",NA,"Blettaucoll","GBIF",NA
442148546,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.934166,47.698334,1912,"9",15,"Germany","Schwarzwald: Gersbacher Wald (Fetzenberg und gegen Todtmoos).","B 60 0128184 / 152690 / 92689","Lettau, G.","B",NA,"Blettaucoll","GBIF",NA
442148547,"8589cc8c-f762-11e1-a439-00145eb45e9a",7.934166,47.698334,1912,"9",28,"Germany","Schwarzwald: Gersbacher Wald (Fetzenberg und gegen Todtmoos).","B 60 0128184a / 152927 / 92798","Lettau, G.","B",NA,"Blettaucoll","GBIF",NA
442148536,"8589cc8c-f762-11e1-a439-00145eb45e9a",8.001111,47.740276,1910,"8",29,"Germany","[Schwarzwald etc.] Baden: 1) Todtmoos - Gersbach","B 60 0128120 / 151972 / 92445","Lettau, G.","B",NA,"Blettaucoll","GBIF",NA
442148554,"8589cc8c-f762-11e1-a439-00145eb45e9a",10.789444,50.756943,1909,"5",16,"Germany","Thüringer Wald: 7) Sieglitzgrund bei Dörrberg","B 60 0128185f / 152857 / 92763","Lettau, G.","B",NA,"Blettaucoll","GBIF",NA
442148551,"8589cc8c-f762-11e1-a439-00145eb45e9a",10.970834,50.521389,1908,"5",27,"Germany","Thüringer Wald: 4) Masserberg gegen ""Hohe Heide"" (820 m.)","B 60 0128185c / 152851 / 92760","Lettau, G.","B",NA,"Blettaucoll","GBIF",NA
442148552,"8589cc8c-f762-11e1-a439-00145eb45e9a",10.616389,50.794724,1908,"7",5,"Germany","Thüringer Wald: 5) Marderbachtal bei Dietharz (500 m.)","B 60 0128185d / 152853 / 92761","Lettau, G.","B",NA,"Blettaucoll","GBIF",NA
442148557,"8589cc8c-f762-11e1-a439-00145eb45e9a",10.8625,50.636391,1908,"9",27,"Germany","Thüringer Wald: 2) Oberhalb Stützerbach, 700 m.","B 60 0128186a / 152925 / 92797","Lettau, G.","B",NA,"Blettaucoll","GBIF",NA
442148555,"8589cc8c-f762-11e1-a439-00145eb45e9a",10.7,50.766666,1908,"10",11,"Germany","Thüringer Wald: 8) Triefstein im Ohratal, 550 m.","B 60 0128185g / 152859 / 92764","Lettau, G.","B",NA,"Blettaucoll","GBIF",NA
442148548,"8589cc8c-f762-11e1-a439-00145eb45e9a",10.792222,50.679722,1907,"6",16,"Germany","Thüringer Wald: 1) Oberhalb Bhf. Gehlberg (650 m.)","B 60 0128185 / 152692 / 92690","Lettau, G.","B",NA,"Blettaucoll","GBIF",NA
