"key","datasetKey","decimalLongitude","decimalLatitude","stateProvince","year","month","day","country","catalogNumber","recordedBy","institutionCode","collectionCode","locality","DB","BBarcode","b1test","name"
1100016781,"7ba21c92-f762-11e1-a439-00145eb45e9a",10.40534,47.399559,NA,1997,"5",31,"Germany","M-0166943 / 580543 / 252394","Werth, S.","SNSB-M","BSMlichenscoll","Deutschland, Bayern, Allgäuer Alpen: Das Bärgündeles Tal nordwestl. der Hochvogel-Gruppe; Giebel, Nordosthang. MTB Koordinaten: 8528/3.","GBIF",NA,27,"Usnea florida"
152959889,"89579e3e-f762-11e1-a439-00145eb45e9a",14.078639,46.39963,NA,1997,"6",8,"Slovenia","F778306","Trošt T.","ULBF-AGR","FloVegSI-FLO","Julijske Alpe","GBIF",NA,73,"Usnea florida"
152959815,"89579e3e-f762-11e1-a439-00145eb45e9a",13.745351,46.399616,NA,1997,"8",13,"Slovenia","F775882","Batič F.","ULBF-AGR","FloVegSI-FLO",NA,"GBIF",NA,61,"Usnea florida"
152959940,"89579e3e-f762-11e1-a439-00145eb45e9a",13.912003,46.299635,NA,1996,"5",24,"Slovenia","F780194","Primožič K.","ULBF-AGR","FloVegSI-FLO",NA,"GBIF",NA,69,"Usnea florida"
1273868034,"aab0cf80-0c64-11dd-84d1-b8a03c50a862",14.599722,47.087222,"Steiermark",1996,"8",28,"Austria","1896200","E. I. Kärnefelt","LD","General","Sabathyhütte","GBIF",NA,26,"Usnea florida"
152959896,"89579e3e-f762-11e1-a439-00145eb45e9a",13.911986,46.499611,NA,1996,"10",13,"Slovenia","F778421","Surina B.","ULBF-AGR","FloVegSI-FLO",NA,"GBIF",NA,55,"Usnea florida"
152959881,"89579e3e-f762-11e1-a439-00145eb45e9a",13.745342,46.499604,NA,1996,"12",10,"Slovenia","F778102","Surina B.","ULBF-AGR","FloVegSI-FLO",NA,"GBIF",NA,58,"Usnea florida"
152959845,"89579e3e-f762-11e1-a439-00145eb45e9a",15.411784,46.499674,NA,1992,"5",12,"Slovenia","F776504","Batič F.","ULBF-AGR","FloVegSI-FLO",NA,"GBIF",NA,39,"Usnea florida"
1563140376,"de4500ba-fe61-4a51-a0c6-e01c3016c6eb",9,46.916667,NA,1992,"6",20,"Switzerland","LSU00179002","Shirley C. Tucker","LSU","Lichens","Gumen ridge trail in Swiss Alps, above Linthal in Lin River valley S. of Glarus, about 60 km SE of Zurich","GBIF",NA,66,"Usnea florida"
152959799,"89579e3e-f762-11e1-a439-00145eb45e9a",15.245139,46.499666,NA,1992,"9",22,"Slovenia","F775409","Koch M., Mayrhofer H., Batič F.","ULBF-AGR","FloVegSI-FLO",NA,"GBIF",NA,42,"Usnea florida"
152959796,"89579e3e-f762-11e1-a439-00145eb45e9a",14.411987,45.699727,NA,1992,"10",15,"Slovenia","F775141","Grube M.","ULBF-AGR","FloVegSI-FLO",NA,"GBIF",NA,70,"Usnea florida"
152959819,"89579e3e-f762-11e1-a439-00145eb45e9a",14.911851,46.499652,NA,1990,"10",17,"Slovenia","F776031","Batič F.","ULBF-AGR","FloVegSI-FLO",NA,"GBIF",NA,61,"Usnea florida"
1099104860,"7ba21c92-f762-11e1-a439-00145eb45e9a",11.456594,48.049213,NA,1986,"10",24,"Germany","M-0103164 / 538102 / 221205","Schwaiger, J. (no. 1542)","SNSB-M","BSMlichenscoll","Oberbayern: Forstenrieder Park, südlich vor München.","GBIF",NA,79,"Usnea florida"
1099107190,"7ba21c92-f762-11e1-a439-00145eb45e9a",12.966871,47.544136,NA,1983,"3",24,"Germany","M-0196615 / 581246 / 253096","Wunder, H.","SNSB-M","BSMlichenscoll","Deutschland, Bayern: Landkreis Berchtesgadener Land, St. Bartholomä. Au umweit des Königsseeufers; ca. 605 m N.N. MTB 8443.","GBIF",NA,61,"Usnea florida"
1099104833,"7ba21c92-f762-11e1-a439-00145eb45e9a",11.159084,47.512981,NA,1983,"6",26,"Germany","M-0103153 / 538092 / 221195","Feuerer, T.","SNSB-M","BSMlichenscoll","Bayern, Reg. - Bez. Obb., Lkr. Garmisch-Partenkirchen, Estergebirge, Wank, am Weg vom Gipfel nach Gschwandt, etwas unterhalb der Abzweigung zur Esterberg Alm,1350 m.","GBIF",NA,46,"Usnea florida"
1099104857,"7ba21c92-f762-11e1-a439-00145eb45e9a",11.448376,48.025852,NA,1979,"3",18,"Germany","M-0103162 / 538100 / 221203","Hertel, R.","SNSB-M","BSMlichenscoll","Deutschland, Bayern, Lkr. München, Münchner Schotterebene: Forstenrieder Park: Eichenallee am südlichen Ende des Karolinengeräumts (ca. 3 km NNE Baierbrunn) (MTB 7934/4); 600 m.","GBIF",NA,77,"Usnea florida"
1099106006,"7ba21c92-f762-11e1-a439-00145eb45e9a",14.377327,46.496559,NA,1979,"7",NA,"Austria","M-0196139 / 580844 / 252694","Follmann, B.","SNSB-M","BSMlichenscoll","Südösterreich, Karawanken: Hangwald unter den Matzentürmen unweit Waidisch, 1500 m.","GBIF",NA,45,"Usnea florida"
1100016278,"858c1c6c-f762-11e1-a439-00145eb45e9a",11.120833,47.530834,NA,1977,"10",25,"Germany","M-0042684 / 6266 / 3968","Poelt, J.","SNSB-M","BSMlichfungicoll","Oberbayern  Ammergauer Alpen  Weg von der Notkarspitze nach Farchant","GBIF",NA,77,"Usnea florida"
NA,NA,8.319563,47.842335,NA,1972,"16. Okt.",NA,"GERMANY","115149","J.-P. Frahm","BERLIN_DB",NA,"DEUTSCHLAND, Baden-Württemberg: Schwarzwald, Wutachschlucht bei der Rötenbachschlucht.","BERLIN_DB","B 60 0174321",70,"Usnea florida"
